硬碰硬	aaaf
羣衆運動	vghm
君安	vgic
郡守	vgik
群雄	vgin
羣雄	vgin
群賢	vgjb
羣賢	vgjb
君臣	vgjc
君臨	vgjg
群毆	vgjl
羣毆	vgjl
君王	vgjw
異端邪説	vgjx
異端邪說	vgjx
群星	vgjy
羣星	vgjy
君主	vgkj
郡主	vgkj
群主	vgkj
羣主	vgkj
君子	vgkz
蛾子	vgkz
群聚	vglb
羣聚	vglb
群號	vgld
羣號	vgld
甲午戰爭	vgle
野無遺賢	vglj
群唱	vglj
羣唱	vglj
群聊	vglk
羣聊	vglk
群員	vglw
羣員	vglw
群租	vgmw
羣租	vgmw
魚龍混雜	vgnc
黑龍江	vgni
黑龍江省	vgno
黯淡	vgnq
暨南大學	vgod
蠟筆小新	vgog
群衆組織	vgoo
羣衆組織	vgoo
群組	vgow
羣組	vgow
羣眾	vgpe
群眾	vgpe
群山	vgps
羣山	vgps
群峰	vgpt
羣峯	vgpt
君命	vgra
群情	vgrh
羣情	vgrh
群芳	vgsh
羣芳	vgsh
群架	vgsl
羣架	vgsl
群落	vgsn
羣落	vgsn
群英	vgsy
羣英	vgsy
蟠桃	vgud
建築業	vguq
建築材料	vguq
君權	vgus
墨索里尼	vgvb
蟋蟀	vgvc
蝮蛇	vgvi
蟑螂	vgvk
蚱蜢	vgvk
群策群力	vgvs
羣策羣力	vgvs
異乎尋常	vgvv
群魚	vgvv
羣魚	vgvv
畫龍點睛	vgvw
常年累月	vgvw
群雕	vgwh
羣雕	vgwh
黯然	vgwi
郡縣	vgwo
尋親訪友	vgxi
群論	vgxr
羣論	vgxr
群體	vgxy
羣體	vgxy
群醜	vgyd
羣醜	vgyd
建築物	vgyw
劃破	vhab
累教不改	vhae
墨跡	vhah
黑石	vhas
書頁	vhaw
畫頁	vhaw
畫軸	vhbb
劃轉	vhbb
黑軸	vhbb
堂屋	vhbc
書屋	vhbc
黑車	vhbj
書費	vhbk
書皮	vhbp
畫皮	vhbp
黑皮	vhbp
畫屏	vhbq
黑屏	vhbq
畫展	vhbs
書展	vhbs
書局	vhbt
畫眉	vhbw
書眉	vhbw
黑奴	vhcb
黑衣	vhcc
晝夜	vhce
黑夜	vhce
書房	vhch
黑户	vhch
黑亮	vhcl
劃到	vhcm
堂妹	vhcn
黑妹	vhcn
書市	vhcp
黑市	vhcp
書齋	vhcq
書商	vhcq
畫商	vhcq
書裏	vhcv
畫裏	vhcv
黑妞	vhcv
畫裡	vhcv
書裡	vhcv
堂姐	vhcw
書亭	vhcx
劃歸	vhda
黑白	vhdb
畫兒	vhdd
畫出	vhdd
劃出	vhdd
畫師	vhdf
劃開	vhdf
畫舫	vhdh
書牘	vhdh
黑戶	vhdh
堂皇	vhdj
畫圖	vhdl
黑鳥	vhdn
畫片	vhdp
畫圈	vhdq
螺旋槳	vhdw
野鶴閒雲	vhdy
畫作	vheg
劃傷	vheg
劃位	vheg
畫像	vheh
堂倌	vhei
畫地爲牢	vhei
劃爲	vhek
劃付	vhek
黑仔	vhek
畫面	vhem
書面	vhem
群起而攻之	vheo
羣起而攻之	vheo
畫供	vhes
畫集	vheu
黑貨	vheu
墨彩	vheu
書信	vhex
劃撥	vhfb
書摘	vhfc
劃拉	vhfg
劃一	vhfi
黑豆	vhfl
黑頭	vhfl
黑招	vhfm
黑天	vhfo
黑手	vhfs
書攤	vhfs
黑惡	vhfu
畫押	vhfv
書籍	vhgb
書簡	vhgd
畫符	vhge
黑管	vhgi
畫外音	vhgj
畫意	vhgj
黑貂	vhgm
書籤	vhgr
黑貓	vhgs
書箱	vhgu
黑箱	vhgu
畫筆	vhgv
墨筆	vhgv
書童	vhgv
黑豹	vhgw
黑龍	vhgw
墨竹	vhgz
蛙聲	vhhb
畫壇	vhhc
書壇	vhhc
黑色	vhhe
畫境	vhhg
黑幫	vhhh
書坊	vhhh
書場	vhhj
書名	vhhl
畫素	vhho
畫外	vhhp
畫報	vhhq
書報	vhhq
黑土	vhht
書友	vhib
畫室	vhic
書案	vhic
書寫	vhid
劃定	vhif
畫家	vhig
畫工	vhig
墨家	vhig
書家	vhig
異軍突起	vhih
書脊	vhii
黑邊	vhii
墨寶	vhij
黑字	vhik
蟾宮	vhil
畫布	vhip
尚方寶劍	vhir
黑猫	vhis
黑客	vhit
堂客	vhit
黑窩	vhix
黑牢	vhiy
黑影	vhjc
書影	vhjc
畫景	vhjc
思考題	vhjf
黑暗	vhjg
黑斑	vhjh
書社	vhjh
黑暈	vhjh
墨晶	vhjj
書聲琅琅	vhjj
墨玉	vhjk
畫匠	vhjr
晝日	vhjr
黑星	vhjy
黑了	vhke
畫地為牢	vhki
堂主	vhkj
劃為	vhkk
劃分	vhkm
畫餅	vhkq
畫成	vhkt
蚊子	vhkz
黑子	vhkz
墨子	vhkz
堂兄	vhld
書號	vhld
書名號	vhld
黑風	vhlf
畫風	vhlf
黑名單	vhll
書聖	vhll
黑哨	vhlo
畫史	vhls
畫中	vhlu
書中	vhlu
堂口	vhlv
書庫	vhmb
書稿	vhmc
畫稿	vhmc
黑瘦	vhmd
黑鷹	vhme
黑熱病	vhmf
黑痣	vhmh
書香	vhmj
蚊香	vhmj
墨香	vhmj
畫廊	vhmk
黑底	vhmk
黑種	vhmm
劃痕	vhmn
書店	vhmp
黑店	vhmp
黑泥	vhnb
墨汁	vhng
黑海	vhng
書法	vhnh
墨漬	vhnh
劃清	vhnh
畫法	vhnh
蛙泳	vhnk
墨水	vhns
畫滿	vhns
黑熊	vhnw
黑河	vhnx
黑洞	vhny
墨綠	vhoa
劃線	vhod
黑線	vhod
畫線	vhod
畫紙	vhok
黑光	vhol
黑紗	vhoo
黑絲	vhoo
畫夾	vhor
畫幅	vhpf
黑虎	vhph
書院	vhpi
畫院	vhpi
黑髮	vhpi
黑炭	vhpi
書桌	vhpj
蚊帳	vhpp
畫帖	vhpp
黑山	vhps
黑色幽默	vhpv
書肆	vhpv
黑陶	vhpw
堂弟	vhqb
黑道	vhqi
墨粉	vhqk
黑糖	vhqm
畫卷	vhqo
書卷	vhqo
書迷	vhqo
黑着	vhqw
黑煙	vhqy
黑人	vhre
蛙人	vhre
當地人	vhre
黑心	vhri
畫心	vhri
黑馬	vhrm
墨盒	vhrp
畫質	vhrr
黑莓	vhsg
畫苑	vhsh
黑著	vhsh
黑幕	vhsj
疇昔	vhsj
書架	vhsl
畫架	vhsl
螺旋藻	vhsn
劃落	vhsn
黑茶	vhsr
書錄	vhta
墨鏡	vhtg
黑鐵	vhtg
黑金	vhtj
黑錢	vhtk
書函	vhtn
黑鍋	vhtx
黑鑽	vhty
黑桃	vhud
書札	vhue
書本	vhuf
畫本	vhuf
常青樹	vhuh
書櫃	vhuj
畫框	vhuj
書櫥	vhum
黑板	vhur
畫板	vhur
黑槍	vhur
堂上	vhus
書上	vhus
畫上	vhus
劃上	vhus
黑麥	vhut
書林	vhuu
黑棋	vhuu
黑棗	vhuy
蚊蠅	vhvb
書畫	vhvh
畫畫	vhvh
堂堂	vhvh
蜻蜓	vhvm
黑點	vhvp
劃界	vhvr
蟾蜍	vhvr
螟蛉	vhvr
畦田	vhvt
蚊蟲	vhvv
墨魚	vhvv
黑魚	vhvv
螟蟲	vhvv
書蟲	vhvv
甲殼蟲	vhvv
墨翟	vhvv
蚊蚋	vhvy
書包	vhwe
畫具	vhwk
書目	vhwm
劃賬	vhwp
黑臉	vhwr
書販	vhwr
黑膠	vhwv
畫册	vhww
書册	vhww
書記	vhxe
堂哥	vhxl
黑話	vhxm
畫譜	vhxq
畫論	vhxr
畫下	vhxx
書評	vhxy
黑體	vhxy
螺旋體	vhxy
畫冊	vhyc
書冊	vhyc
黑雲	vhyi
畫瓢	vhyj
黑霧	vhyk
書刊	vhym
畫刊	vhym
蟾酥	vhym
書生	vhys
蛇足	viaz
默契	vibm
蛇皮	vibp
默哀	vicc
羿射九日	vicj
尋到	vicm
蛇妖	vicm
蛇女	vicn
畎畝	vicv
尋遍	vicy
尋出	vidd
蛇行	vidj
尋問	vidl
當家的	vidw
尋釁	vidy
當家作主	viek
當家做主	viek
尋仙	viep
虹彩	vieu
尋覓	view
群雄爭霸	viey
羣雄爭霸	viey
尋死	vifh
尋找	vifk
蛇頭	vifl
尋求	vifn
蟾宮折桂	vifu
尋索	vigh
蛇年	vigj
群雄逐鹿	vigm
羣雄逐鹿	vigm
建功立業	vigu
尋親	vigu
默算	vigw
蛇毒	viha
尋址	viha
思密達	vihq
默寫	viid
黑猩猩	viij
尋寶	viij
蛇身	viis
默禱	vijh
尋醫	vijj
默示	vijs
魯賓遜	vikg
鰥寡孤獨	viki
尋事	vikl
墨守成規	viko
虹吸	vile
尋呼	vilg
尋味	viln
默唸	vilr
虹口	vilv
蛇口	vilv
黨工委	vimc
尋租	vimw
蟻穴潰堤	vinh
戳脊梁骨	vinx
蛇紋	vioh
尋幽	vipn
尋隙	vipo
蛇精	viqh
蜂窩煤	viqs
既有今日何必當初	virc
尋人	vire
尋芳	vish
尋歡	visl
尋夢	visp
尋查	viuj
虹橋	vium
尋根	viun
尋機	viun
鱗次櫛比	viuu
默想	viuw
蜿蜒	vivg
默默	vivi
蛇蠍	vivj
蛇蛻	vivk
尋常	vivp
蛇蜕	vivq
尋思	vivr
墨斗魚	vivv
蛇膽	viwh
默然	viwi
虹膜	viws
默誦	vixb
默許	vixg
尋訪	vixh
默讀	vixh
默認	vixm
默言	vixy
黑曜石	vjas
略知皮毛	vjbm
甲冑	vjby
建房	vjch
建交	vjck
建好	vjck
甲亢	vjcl
建行	vjdj
建國	vjdk
魯國	vjdk
蜂王漿	vjdw
建興	vjdy
劃時代	vjek
習題集	vjeu
建政	vjfa
略知一二	vjfi
甲型	vjfs
甲第	vjgb
甲等	vjgh
建築	vjgi
建管	vjgi
愚昧無知	vjgj
建立	vjgl
建站	vjgp
建軍	vjhb
建起	vjhe
甲方	vjhf
甲殼	vjhf
建都	vjhj
建外	vjhp
建於	vjhr
建安	vjic
甲寅	vjif
建工	vjig
建寧	vjir
建功	vjis
建有	vjiw
魯班	vjjq
黑珍珠	vjjy
建成	vjkt
黑匣子	vjkz
蠍子	vjkz
甲子	vjkz
建庫	vjmb
建委	vjmc
甲種	vjmm
建廠	vjmv
甲辰	vjnc
甲流	vjnc
建湖	vjnj
甲級	vjoe
甲組	vjow
建網	vjoy
建置	vjpg
蠍虎	vjph
建院	vjpi
建陽	vjpj
魯山	vjps
甲烷	vjqi
甲類	vjqi
魯北	vjqu
黑社會	vjrf
甲兵	vjrf
建倉	vjrk
魯菜	vjse
魯莽	vjsi
甲苯	vjsu
魯迅	vjtg
甲乙	vjti
魯鈍	vjtx
建校	vjuc
建樹	vjuh
甲基	vjuh
魯東	vjuj
建材	vjuk
建卡	vjup
建業	vjuq
建鄴	vjuq
甲板	vjur
建構	vjus
建模	vjus
建檔	vjuv
蝴蝶	vjvs
鱷魚	vjvv
甲魚	vjvv
甲蟲	vjvv
蚜蟲	vjvv
鰻魚	vjvv
建黨	vjvv
蜘蛛	vjvy
建賬	vjwp
鯤鵬	vjww
甲骨	vjxg
建設	vjxl
建議	vjxq
甲醇	vjyc
建造	vjyl
甲酸	vjyn
即景生情	vjyr
甲醛	vjys
建制	vjyy
蛀齒	vkac
蛻皮	vkbp
君子好逑	vkcf
畫餅充飢	vkck
男孩兒	vkdd
野鬼	vkdg
君主國	vkdk
野鳥	vkdn
野鼠	vkdp
魚子醬	vkdw
野雞	vken
蛻化	vkeu
略遜一籌	vkfg
鮑威爾	vkfk
野勁	vkfl
君子一言快馬一鞭	vkfs
君子一言	vkfx
野鵝	vkgf
野豬	vkgh
君主立憲	vkgi
君子協定	vkgi
野貓	vkgs
君主立憲制	vkgy
野地	vkhj
當事者	vkhj
野兔	vkhl
野趣	vkhl
野外	vkhp
野宴	vkij
野狼	vkik
野猫	vkis
野狗	vkiw
蛀牙	vkja
野景	vkjc
野果	vkju
既成事實	vkki
蛀蝕	vkkv
男孩子	vkkz
野獸	vkll
野戰	vkll
野味	vkln
野史	vkls
野種	vkmm
愚公移山	vkmp
男子漢	vkns
野熊	vknw
君子之交	vkoc
當務之急	vkoh
累卵之危	vkoh
君子之交淡如水	vkon
野餐	vkph
野火	vkqh
野炊	vkqh
野營	vkqq
畏威懷德	vkrd
當事人	vkre
野人	vkre
男主人	vkre
野合	vkrh
野心	vkri
鮮為人知	vkrj
野馬	vkrm
野驢	vkrp
蠱惑人心	vkrr
野性	vkry
君子蘭	vksd
野菜	vkse
野花	vkse
野草	vksj
野鴨	vkvd
蛀蟲	vkvv
群威群膽	vkvw
羣威羣膽	vkvw
黨八股	vkwl
野蠻	vkxo
蛻變	vkxo
野牛	vkyn
野生	vkys
尋事生非	vkyu
君主制	vkyy
蟬衣	vlcc
蠟丸	vlck
蠟白	vldb
蠟版	vldr
蠟像	vleh
里拉	vlfg
蠟筆	vlgv
野戰軍	vlhb
盡忠報國	vlhd
尋呼臺	vlhl
蠟臺	vlhl
書中自有黃金屋	vlib
掌中寶	vlij
書中自有顔如玉	vlij
書中自有顏如玉	vlij
當耳邊風	vlil
里布	vlip
里昂	vljk
虹口區	vljl
里弄	vljs
里氏	vlkx
書呆子	vlkz
蟬鳴	vlld
鴨嘴獸	vlll
蜂鳴器	vlll
蟬聯	vlln
里程	vlml
蠟療	vlmo
蠟油	vlnb
蠟染	vlnc
蠟淚	vlnc
尋呼台	vlnl
蠟台	vlnl
蠟紙	vlok
里約	vlow
黑咕隆咚	vlpl
蠟炬	vlqj
蠟燭	vlqp
蠟人	vlre
蠟質	vlrr
蠟花	vlse
蠟黃	vlsi
尋呼機	vlun
里根	vlun
蠟板	vlur
盡職盡責	vlvh
螻蛄	vlvj
蜈蚣	vlvk
蛙鳴蟬噪	vlvl
盡忠盡職	vlvl
螻蟻	vlvq
蟬翼	vlvv
異口同音	vlyg
異口同聲	vlyh
黨中央	vlyo
里程碑	vmad
書香門第	vmdg
群魔亂舞	vmeg
羣魔亂舞	vmeg
黨和政府	vmfm
羽毛球	vmjf
羽毛豐滿	vmpn
鴨舌帽	vmpy
黑種人	vmre
黨和人民	vmre
常委會	vmrf
疊床架屋	vmsb
書香世家	vmsi
蝌蚪	vmvi
蛞蝓	vmvr
黨委書記	vmvx
當刮目相待	vmwd
當斷不斷	vnan
既不	vnau
畏避	vnbl
男盜女娼	vncc
逮到	vncm
即到	vncm
既得	vndj
即行	vndj
既往	vndk
即將	vndw
即興	vndy
既而	vnee
即使	vnef
即便	vnef
即位	vneg
既已	vnei
逮住	vnek
即以	vnek
即爲	vnek
逮捕	vnfa
即把	vnfe
即逝	vnfr
遇水搭橋	vnfu
既無	vngs
暨南	vngy
思潮起伏	vnhe
即刻	vnhm
即達	vnhq
既望	vnhw
畏友	vnib
既定	vnif
書法家	vnig
即在	vniu
既有	vniw
即景	vnjc
君辱臣死	vnjf
既是	vnjf
即是	vnjf
即時	vnjh
即日	vnjr
即為	vnkk
魚游釜中	vnkl
即或	vnkl
即成	vnkt
即應	vnme
胃潰瘍	vnmj
即席	vnms
黑沉沉	vnnh
黑溜溜	vnnk
黑濛濛	vnns
黑漆漆	vnnu
既能	vnnw
黑洞洞	vnny
暨大	vnod
畏縮	vnoi
畏罪	vnpu
畏途	vnrf
黑澀會	vnrf
即會	vnrf
畏怯	vnrh
魚水情	vnrh
即令	vnrk
畏懼	vnrw
畏難	vnsf
即若	vnsi
畏葸	vnsv
即用	vnsy
盡態極妍	vnuc
既非	vnuf
黝黑	vnvh
即墨	vnvh
既當	vnvv
畏服	vnwa
既然	vnwi
即可	vnxl
既可	vnxl
既要	vnyc
畏縮不前	voaq
鴨絨被	vocb
遇到	vocm
累得	vodj
累倒	voec
累及	voek
累進	voeo
累死	vofh
遇救	vofn
畸形	vofs
黨總支	vogb
累年	vogj
當之無愧	vogr
翟紅新	vogu
遇襲	vogw
累壞	vohc
鮮紅色	vohe
累垮	voho
里約熱内盧	vohp
里約熱內盧	vohp
丑角	vohs
累贅	vohw
累犯	voia
遇害	voib
累次	voih
遇有	voiw
丑時	vojh
累了	voke
累卵	vokk
遇事	vokl
螺絲刀	vomd
累積	vomh
鴨綠江	voni
累活	vonm
黨組織	voog
遇險	vopr
螺絲帽	vopy
遇着	voqw
累着	voqw
蛛絲馬跡	vora
累人	vore
遇合	vorh
遇難	vosf
遇著	vosh
累著	vosh
累世	vosi
累加	vosl
思緒萬千	vosm
常春藤	vosw
螺絲釘	votx
螺紋鋼	voty
遇上	vous
遇刺	vouy
男大當婚	vovc
愚夫愚婦	vovc
累累	vovo
羽絨服	vowa
遇見	vowj
畸胎	vown
累月	vowy
尋秦記	voxe
累計	voxg
畸變	voxo
田納西州	voyn
畸零	voyr
田納西	voyx
點破	vpab
畫虎不成反類犬	vpai
點距	vpaj
羣眾路線	vpao
群眾路線	vpao
點發	vpbb
常軌	vpbc
點擊	vpbd
常熟	vpck
點亮	vpcl
常亮	vpcl
點到	vpcm
點兒	vpdd
點出	vpdd
點開	vpdf
常德	vpdg
點陣圖	vpdl
常樂	vpdn
點收	vpdt
點將	vpdw
點選	vpee
點位	vpeg
常住	vpek
常任	vpem
常備	vpes
點化	vpeu
點撥	vpfb
點播	vpfg
點按	vpfi
點頭	vpfl
常年	vpgj
點算	vpgw
黑山老妖	vphc
點起	vphe
點名	vphl
羣眾運動	vphm
群眾運動	vphm
常去	vphn
點解	vphs
常青	vphw
鰥寡	vpia
點定	vpif
點射	vpik
常寧	vpir
常客	vpit
常有	vpiw
點穴	vpix
點球	vpjf
點題	vpjf
常量	vpjf
常理	vpjv
點明	vpjw
點了	vpke
常務	vpkg
賞罰分明	vpkj
常事	vpkl
點卯	vpkm
點子	vpkz
點號	vpld
常數	vplg
點數	vplg
點單	vpll
常委	vpmc
點滴	vpnc
點染	vpnc
常溫	vpnd
點清	vpnh
常温	vpnj
常州	vpnl
常態	vpnw
常綠	vpoa
點綴	vpob
鰥夫	vpof
羣眾組織	vpoo
群眾組織	vpoo
常套	vpop
常規	vpow
鮮豔奪目	vpow
點陣	vppb
點戲	vppf
點餐	vpph
點燈	vpqb
點火	vpqh
畫虎類犬	vpqi
點焊	vpqj
點券	vpqo
點燃	vpqw
點煙	vpqy
常人	vpre
點兵	vprf
常情	vprh
點心	vpri
常駐	vprk
點倉	vprk
點驗	vprr
點菜	vpse
點菸	vpsh
常用	vpsy
點鐘	vptg
點錢	vptk
點鈔	vpto
點校	vpuc
常來	vpul
點卡	vpup
點檢	vpur
點上	vpus
點檔	vpuv
常常	vpvp
點點	vpvp
鱸魚	vpvv
畫虎畫皮難畫骨	vpvx
常服	vpwa
點睛	vpwh
常見	vpwj
常識	vpxg
常說	vpxk
常設	vpxl
點歌	vpxl
常説	vpxq
點評	vpxy
常言	vpxy
點醒	vpyj
點票	vpyj
常平	vpyq
鱗屑	vqbo
蜕皮	vqbp
男尊女卑	vqcd
鮮奶	vqce
鮮亮	vqcl
鮮嫩	vqcu
鮮卑	vqdg
鱗片	vqdp
蜷伏	vqei
蜕化	vqeu
鮮貨	vqeu
鱗爪	vqez
鮮于	vqfk
鮮麗	vqfy
鮮血	vqgp
蠅營狗苟	vqis
鮮有	vqiw
蟻穴	vqix
鮮果	vqju
鮮明	vqjw
蟻巢	vqlj
鮮味	vqln
鮮甜	vqms
鱗波	vqnb
鮮潤	vqnd
鮮活	vqnm
鮮綠	vqoa
鮮紅	vqoi
蜷縮	vqoi
魚米之鄉	vqok
鮮豔	vqpb
黑糊糊	vqqj
鮮美	vqqo
蜷着	vqqw
蟻后	vqrf
鮮花	vqse
蜷著	vqsh
鮮蛋	vqta
思前想後	vqud
畏首畏尾	vqvb
蟻群	vqvg
蟻羣	vqvg
鱗甲	vqvj
盡善盡美	vqvq
鮮魚	vqvv
鮮貝	vqwb
鮮見	vqwj
黑燈瞎火	vqwq
蜕變	vqxo
鮮靈	vqyl
鮮肉	vqyr
鮮艶	vqys
蜷曲	vqys
界碑	vrad
遇人不淑	vran
界石	vras
思路	vrat
愚弱	vrbi
界尺	vrbk
思迪	vrbo
思歸	vrda
男人裝	vrdh
愚愛	vreh
界面	vrem
愚民	vrex
思政	vrfa
愚拙	vrfd
黔驢技窮	vrfi
愚頑	vrfl
愚人節	vrgd
野心勃勃	vrgg
思索	vrgh
思辨	vrgq
盡心竭力	vrgs
愚笨	vrgu
思親	vrgu
愚人節	vrgv
黔南	vrgy
界址	vrha
愚妄	vrhc
思考	vrhd
蝦兵蟹將	vrhd
界域	vrhk
思域	vrhk
思遠	vrhl
界外	vrhp
思達	vrhq
界定	vrif
野心家	vrig
思量	vrjf
思古	vrjg
愚昧	vrjn
愚弄	vrjs
思明	vrjw
思鄉	vrkg
愚公	vrkn
習慣成自然	vrkw
愚兄	vrld
思凡	vrlk
男人味	vrln
界别	vrls
愚忠	vrlu
界別	vrlw
思科	vrmi
愚痴	vrmj
愚癡	vrmu
思源	vrna
思潮	vrng
黔江	vrni
界河	vrnx
界線	vrod
思維	vroe
黔驢之技	vrof
思緒	vroh
愚蠢	vroj
思春	vroj
界約	vrow
愚陋	vrpf
黔劇	vrpg
界限	vrpn
思慮	vrpv
界首	vrqi
愚人	vrre
思情	vrrh
思念	vrrk
思忖	vrrk
思創	vrrk
賞心悦目	vrrw
賞心悅目	vrrw
習慣性	vrry
愚懦	vrry
思舊	vrse
愚蒙	vrsh
思慕	vrsj
思茅	vrsk
愚鈍	vrtx
盡人皆知	vruj
界樁	vruo
界上	vrus
思想	vruw
界標	vruy
蚯蚓	vrvb
螞蝗	vrvd
螞蚱	vrvg
愚魯	vrvj
蛤蜊	vrvm
界點	vrvp
螞蟻	vrvq
蛤蚧	vrvr
蛤蟆	vrvs
螞蟥	vrvs
盡心盡力	vrvs
愚見	vrwj
群情鼎沸	vrwn
羣情鼎沸	vrwn
界說	vrxk
思戀	vrxo
異性戀	vrxo
思變	vrxo
思議	vrxq
界説	vrxq
思謀	vrxs
異途同歸	vryd
習近平	vryq
界内	vryr
界內	vryu
異母	vsam
異步	vsao
畏葸不前	vsaq
男足	vsaz
男屍	vsbf
尚屬	vsbn
異邦	vsbp
男歡女愛	vsce
男妓	vscg
男褲	vscm
男女	vscn
蟒袍	vscw
異姓	vscy
尚須	vsda
男兒	vsdd
蝶閥	vsde
男裝	vsdh
異國	vsdk
男版	vsdr
野草閒花	vsds
尋花問柳	vsdu
男的	vsdw
男優	vsea
尋歡作樂	vsed
男雙	vsee
盡力而爲	vsee
異己	vsej
男仔	vsek
盡力而為	vsek
男傭	vsem
男爵	vsep
盡歡而散	vses
異化	vseu
異彩	vseu
男僕	vseu
尚武	vsfk
異型	vsfs
異形	vsfs
男排	vsfu
男籃	vsgj
異端	vsgp
異乎	vsgq
尚無	vsgs
蝶舞	vsgs
男童	vsgv
男聲	vshb
男色	vshe
男方	vshf
異族	vshg
異地	vshj
遇難者	vshj
異域	vshk
異教	vshk
異趣	vshl
尚欠	vshq
異於	vshr
尚志	vshr
男士	vshs
男友	vsib
男賓	vsif
男工	vsig
男家	vsig
男寵	vsig
常用字	vsik
男巫	vsir
男客	vsit
尚存	vsiu
尚在	vsiu
蟻力神	vsjb
異日	vsjr
男星	vsjy
尚早	vsjz
尚感	vskf
異鄉	vskg
男孩	vskh
男式	vski
異父	vsks
男子	vskz
異數	vslg
男單	vsll
異獸	vsll
異味	vsln
黑芝麻	vsma
男科	vsmi
異種	vsmm
異動	vsmv
男廁	vsmw
蝶泳	vsnk
尚未	vsnw
異能	vsnw
尚能	vsnw
男隊	vspq
異類	vsqi
男人	vsre
群英會	vsrf
羣英會	vsrf
異心	vsri
異質	vsrr
男性	vsry
異性	vsry
男鞋	vssh
黑茫茫	vssn
野茫茫	vssn
男用	vssy
異樣	vsuq
男模	vsus
男權	vsus
異構	vsus
異想	vsuw
尚書	vsvh
蟒蛇	vsvi
異常	vsvp
異界	vsvr
蟎蟲	vsvv
男包	vswe
尚且	vswq
男嬰	vsww
男丁	vsxd
異讀	vsxh
異說	vsxk
尚可	vsxl
蝶戀	vsxo
異議	vsxq
異説	vsxq
異體	vsxy
尚需	vsye
異同	vsyf
戮力同心	vsyr
男生	vsys
異物	vsyw
敞車	vtbj
田契	vtbm
略高	vtcg
蜂房	vtch
敞亮	vtcl
田亮	vtcl
略嫌	vtcq
田畝	vtcv
田裏	vtcv
田裡	vtcv
田徑	vtdf
敞開	vtdf
略微	vtdf
田園	vtdh
田間	vtdj
略圖	vtdl
蜂鳥	vtdn
田鼠	vtdp
略爲	vtek
蜂乳	vtek
田雞	vten
蜂擁	vtfc
田頭	vtfl
略看	vtfw
甲乙丙丁	vtfx
田産	vtgg
敞篷	vtgt
蜂箱	vtgu
田壟	vtgw
蜂毒	vtha
田產	vtha
田埂	vthf
略施	vthg
田坎	vthh
略多	vthh
田地	vthj
略去	vthn
田家	vtig
田邊	vtii
蜂蜜	vtir
田賽	vtis
略有	vtiw
蜂窩	vtix
略顯	vtjn
蜂王	vtjw
略為	vtkk
點鐵成金	vtkt
蜂聚	vtlb
蜂鳴	vtld
蜂巢	vtlj
田聯	vtln
田中	vtlu
敞口	vtlv
略稱	vtme
田甜	vtms
田租	vtmw
田漢	vtns
略小	vtox
略長	vtpc
略陽	vtpj
略陳	vtpu
略差	vtqi
蜂糖	vtqm
蜂糕	vtqq
敞着	vtqw
田舍	vtrm
田莊	vtsd
略帶	vtsf
敞著	vtsh
略加	vtsl
田東	vtuj
略述	vtuk
點鈔機	vtun
敞棚	vtuw
蜂群	vtvg
蜂羣	vtvg
田野	vtvk
蜂蠟	vtvl
略略	vtvt
田螺	vtvv
田賦	vtwf
略具	vtwk
蜂膠	vtwv
蜂腰	vtwy
略語	vtxf
略讀	vtxh
田七	vtxi
略過	vtxo
略談	vtxq
略論	vtxr
敞露	vtya
略同	vtyf
毗連	vubo
盡其所有	vudi
盡其所能	vudn
異想天開	vufd
黑格爾	vufk
尋枝摘葉	vufs
當機立斷	vugn
嘗新	vugu
黔東南	vugy
黑板報	vuhq
思想家	vuig
尋根究底	vuim
掌上明珠	vujj
習非成是	vukj
黑木耳	vule
既來之則安之	vuoo
既來之	vuoz
毗鄰	vuqh
思想性	vury
里斯本	vuuf
思想上	vuus
黑森森	vuuu
蜥蜴	vuvj
點對點	vuvp
畫棟雕樑	vuwu
畫樑雕棟	vuwu
思想體系	vuxg
嘗試	vuxk
嘗過	vuxo
棠下	vuxx
掌上電腦	vuyw
戳破	vvab
鯉魚跳龍門	vvad
魚貫	vvag
螺距	vvaj
螺母	vvam
黨齡	vvar
當此	vvau
魚躍	vvav
默默不語	vvax
黨費	vvbk
魚叉	vvbk
魚尾	vvbm
魚皮	vvbp
翼展	vvbs
當局	vvbt
男男女女	vvcc
蝙蝠衫	vvcd
當夜	vvce
魚丸	vvck
當好	vvck
疊好	vvck
當初	vvcm
當歸	vvda
黨團	vvdb
魚白	vvdb
魚兒	vvdd
疊出	vvdd
翠微	vvdf
當街	vvdh
黨魁	vvdi
習得	vvdj
黨國	vvdk
翠鳥	vvdn
羽泉	vvdn
魚片	vvdp
鮁魚圈	vvdq
當卽	vvdu
黨的	vvdw
當個	vved
當選	vvee
尋尋覓覓	vvee
當作	vveg
習作	vveg
當你	vveh
當做	vvej
當代	vvek
習俗	vvek
當爲	vvek
當面	vvem
蜘蛛俠	vveo
蝙蝠俠	vveo
羽化	vveu
翼側	vvew
黨政	vvfa
當政	vvfa
螳螂捕蟬黃雀在後	vvfd
當推	vvfe
堂堂正正	vvff
習武	vvfk
當頭	vvfl
魚頭	vvfl
當天	vvfo
蚍蜉撼樹	vvfu
螳螂捕蟬	vvfv
黨籍	vvgb
魚翅	vvgb
翼翅	vvgb
默默無聞	vvgd
碌碌無爲	vvge
當年	vvgj
黨章	vvgj
翌年	vvgj
疊韻	vvgj
