想	a
𬡵	sdhi
𰴁	sdhi
𮖺	sdhj
異域	sdhk
凤城	sdhk
異教	sdhl
瞞報	sdhl
異趣	sdhl
𧟆	sdhm
異體	sdhq
𡌛	sdht
𧙔	sdht
𭎢	sdht
瞒过	sdhu
𧞔	sdhx
𭿫	sdhx
凤	sdi
𠘫	sdi
𠬣	sdi
𠭍	sdi
𤰖	sdi
𥃫	sdi
𫨲	sdi
𮕧	sdi
𰆸	sdi
𧚴	sdic
𭿂	sdic
𮨱	sdic
衩	sdid
䀑	sdid
𤳙	sdie
異族	sdig
颾	sdii
𤦼	sdii
𤧩	sdii
𥄗	sdii
眼见为实	sdii
𢯲	sdik
𧛩	sdik
凤蝶	sdil
𤭲	sdin
䁊	sdis
䁶	sdit
𧝳	sdit
𩅢	sdit
異於	sdiu
𩛖	sdiw
䁁	sdix
𩗬	sdix
𪾢	sdj
䁻	sdja
𥌲	sdja
𥋾	sdje
異動	sdje
𧜿	sdjf
褿	sdjj
𩘡	sdjj
𩘳	sdjj
𭿕	sdjj
㽧	sdjj
霰彈	sdjk
霰弹	sdjl
瞙	sdjm
𩄻	sdjm
𮖪	sdjm
𬡙	sdjq
凤岗	sdjq
𧛊	sdjr
異日	sdjr
襏	sdjs
𭯆	sdjs
𰣙	sdjs
𧝶	sdjt
𩆹	sdjt
矇昧	sdjw
𥍍	sdjx
𧟋	sdjx
瞞哄	sdkd
瞒哄	sdkd
眼高手低	sdke
異獸	sdkk
矔	sdko
䙮	sdko
𭿣	sdko
初见成效	sdkr
異數	sdkr
𭿭	sdks
颱	sdkv
眙	sdkv
異味	sdkw
𧜆	sdkx
𧜩	sdky
瞸	sdla
𧝵	sdla
𩆏	sdla
瞄了	sdll
霩	sdlp
䁨	sdlp
𥋆	sdlt
𧝋	sdlt
𮵃	sdlt
𤲐	sdlw
裙带关系	sdlw
𥇜	sdlz
襪子	sdlz
眸子	sdlz
𠘯	sdm
𠫗	sdm
𤰜	sdm
瞪大	sdmd
𤈳	sdmh
襪套	sdmm
䀵	sdms
瞞着	sdms
瞒着	sdms
瞪着	sdms
瞄着	sdms
𫕨	sdmw
𰴂	sdmw
𫌄	sdmy
𠙔	sdng
𬑏	sdng
異步	sdni
矇混	sdnj
𥋷	sdnk
畏葸不前	sdnl
瞄準	sdno
風高浪急	sdno
风高浪急	sdno
𩘘	sdns
眼藥水	sdns
眼药水	sdns
異心	sdnx
眼花缭乱	sdob
𩀂	sdoc
矆	sdod
𠝢	sdod
𧞤	sdod
凤冠	sdof
𰳵	sdoi
矇	sdok
靀	sdok
䙩	sdok
䙊	sdor
異鄉	sdow
瞄向	sdox
異	sdpb
䀧	sdpb
𠔤	sdpb
𤱨	sdpb
𩗄	sdpb
異	sdpb
異	sdpb
𬏖	sdpd
加菲貓	sdpd
𥉂	sdpe
𲀽	sdpe
異父	sdpg
𤲲	sdph
𥈻	sdph
𰥿	sdph
𤲻	sdpi
𭻥	sdpi
𰣎	sdpi
異物	sdpi
𤲁	sdpj
𫕧	sdpj
凤阳	sdpj
眸	sdpn
𤴏	sdpo
𥈩	sdpo
異質	sdpp
𭅂	sdps
睃	sdpt
畯	sdpt
𧚉	sdpt
𬏘	sdpt
𱱂	sdpt
𲋅	sdpt
𥇀	sdpw
𪒕	sdpx
䁳	sdqd
𧜒	sdqd
𩅁	sdqd
𲁇	sdqd
加菲猫	sdqd
異同	sdqf
零敲碎打	sdqf
褠	sdqh
𥉇	sdqh
𩄢	sdqh
襺	sdqi
霙	sdqm
䁐	sdqm
𩘑	sdqm
異母	sdqm
𪂻	sdqn
異邦	sdqp
雨花石	sdqs
𥀕	sdre
𭻠	sdre
異讀	sdrh
異説	sdrl
異議	sdrm
異說	sdrp
鷝	sdrq
𥄜	sdrs
畢	sdrs
㪤	sdrt
𥌣	sdru
𰻐	sdru
眼觀六路	sdrx
眼观六路	sdrx
𥍜	sdsd
凤凰	sdsd
雲蒸霞蔚	sdsd
𩆫	sdse
颱風	sdsf
𬡟	sdsg
褡裢	sdsg
褡	sdsh
𥉌	sdsh
𬏋	sdsi
瞪眼	sdsi
矇眼	sdsi
凤眼	sdsi
𭿏	sdsj
𮖞	sdsj
𥇄	sdsm
風花雪夜	sdsr
风花雪夜	sdsr
瞄	sdst
䨶	sdst
𰴃	sdst
異界	sdsu
矇矓	sdsw
褡褳	sdsx
風花雪月	sdsy
风花雪月	sdsy
凤尾	sdtg
零花錢	sdtk
𧛢	sdtp
異類	sdtq
𰥸	sdua
風華絶代	sdue
風華絕代	sdue
𰥬	sdug
𩄷	sduk
䬝	sdup
𧝒	sdup
眼花繚亂	sduv
異彩	sdva
𩙚	sdvf
零花钱	sdvf
凤爪	sdvz
異己	sdwj
異端	sdwj
異乎	sdwl
凤姐	sdwo
異姓	sdwp
霍華德	sdwr
男歡女愛	sdwv
男欢女爱	sdwv
𥍇	sdxb
𩙛	sdxb
𭻒	sdxd
襪	sdxi
䁾	sdxi
𩆪	sdxi
睰	sdxk
𧛭	sdxk
𮦝	sdxk
𥌯	sdxn
𲋍	sdxn
𩙓	sdxo
矒	sdxs
䙦	sdxy
𥌋	sdxy
𩆠	sdxy
𬑝	sdxz
褦	sdyb
裡通外國	sdyb
𧞞	sdym
霰	sdyt
𥋌	sdyt
𧝠	sdyt
睊	sdyv
凰	sdyw
䬖	sdyw
眰	sdz
䘭	sdz
雯	se
眺	seaa
雿	seaa
𤱩	seaa
𫋺	seaa
裡脊	seaa
命运	sead
被动	sead
𥄰	seae
𬡩	seaf
𱲺	seaf
被盗	seah
命根	seai
襴	seal
𥌻	seal
𥊺	seam
𩂯	seam
𩗆	seam
男儿本色	seao
被刺	seaq
命相	seas
裡格	seat
被困	seba
𠉼	sebb
𥄒	sebb
𮕬	sebb
𰢺	sebb
被窩	sebc
被窃	sebe
被窝	sebk
裡圈	sebl
被骗	sebq
𬑓	sebr
𮕽	sebr
𮵀	sebr
𮵁	sebr
被竊	sebw
裡邊	secb
合作社	sech
被试	seck
被騙	secq
矙	sect
鳳仙花	sede
凤仙花	sede
雪佛蘭	sede
瞬間卽逝	sedf
𤰯	sedi
命苦	sedo
被迫	sedu
合作化	seeb
𥅂	seei
𮕴	seei
裡側	seej
𥈯	seel
睺	seem
䙈	seem
𩃺	seem
𩘋	seem
命門	seem
被偷	seeu
被俘	seev
𪾽	seew
被控	sefb
被打	sefc
风华正茂	sefd
𮦙	sefg
被捕	sefj
裡頭	sefk
被扣	sefk
被逼	sefk
被拒	seft
被抓	sefv
𬰁	sega
被殺	sega
被杀	sega
命笔	segg
霁	segj
雲開見日	segj
𧚙	segu
命筆	segv
𮫢	segw
袝	sehc
𩂛	sehc
裡去	sehd
𤲔	sehh
電化教育	sehr
衪	sei
𥃸	sei
𥇱	seia
𧚦	seia
𥆉	seid
䘪	seie
𥅻	seie
𪽒	seie
合作方	seif
被害	seiq
𥆓	seis
瞮	seit
命官	seit
命案	seiw
𥇁	seiy
䘻	seiy
𱁟	seiy
命	sej
𪠁	sej
𫕝	sej
䀙	sejd
被動	seje
𩃐	sejf
命題	sejf
命题	sejf
𩃐	seji
雲開日出	sejq
瞷	sejr
襇	sejr
被臥	seju
被卧	seju
褓	seka
雾里看花	sekd
办事员	sekf
𥅩	sekg
𲉷	sekg
𩂠	seki
𰳴	seki
被單	sekk
被駡	sekk
被骂	sekk
命中	sekl
裡面	sekm
被面	sekm
命數	sekr
裡手	seks
電信號	seks
裡	sel
𥆼	sel
𭻕	sel
裡	sel
𥉉	sela
𲊅	sela
𥉉	sela
雪佛兰	sela
𰦇	sele
𥅑	sele
被单	selj
雪里送炭	selj
𬑟	selm
𩗚	selt
凡事預則立不預則廢	selu
凡事预则立不预则废	selu
𥈌	selw
被覆	selw
䨹	selx
𥉈	sely
𥊕	sely
被子	selz
裡子	selz
𮦗	sem
𩄴	sema
𩄸	semd
命大	semd
𱲳	semh
被套	semm
袵	semr
𥆂	semr
𫕤	semr
裡海	seng
被盜	senh
命里注定	seni
裡水	sens
㥐	senx
𩗌	seod
风华绝代	seoe
𥌸	seoi
雪里红	seon
矙	seot
几何级数	seot
命運	seox
被	sep
㿯	sep
𤱍	sep
𥅗	sep
𩖽	sep
被告	sepk
𪽑	sepn
零七八碎	sepq
眺望	sepy
瞝	seqd
褵	seqd
䬜	seqd
命硬	seqf
盹	seqk
𧘸	seqk
𩂄	seqk
𩖤	seqk
𱰧	seqk
𪂤	seqn
䙰	seqo
袱	seqq
𲉶	seqq
袖里乾坤	serh
被試	serk
𰥱	serm
命门	serm
電閃雷鳴	sesk
被褥	sesl
雲屯霧集	seso
𩃥	sesr
𥆉	sess
𪵍	sess
𭻭	sest
𰴅	sest
裡屋	setd
補償金	setj
补偿金	setj
被鋪	setj
裡層	setl
𠞅	seto
電信局	seto
𫾽	setp
畟	setp
办事处	setu
被虐	setv
命数	setw
風俗人情	seub
风俗人情	seub
命令	seui
𤳶	seun
袂	seur
䀗	seur
䁡	seur
䫼	seur
𤰮	seur
𩂃	seur
𥉚	seuu
瞬間即逝	sevf
𩅋	sevg
𩃫	sevj
被铺	sevj
襥	sevm
被愛	sevo
被爱	sevo
雯	sew
盿	sew
𥄐	sew
𩖰	sew
𪽌	sew
𩂢	sewa
𫋹	sewo
𬑒	sewo
𲀦	sewp
霍华德	sewr
被罚	sexc
被罵	sexc
被罰	sexr
被罩	sexu
被服	seye
命脈	seyh
命脉	seyi
命名	seyk
𥈨	seys
𪽜	seys
裡外	seyu
瞯	seyv
襉	seyv
瞤	seyw
𪵌	seyy
風	sf
⾵	sf
𮖰	sfae
風姿	sfah
震天动地	sfah
風機	sfaj
𥆐	sfak
風速	sfak
風斗	sfar
風格	sfat
風冷	sfau
𥄬	sfaw
𤰣	sfbb
風情	sfbh
䁽	sfbl
𧞪	sfbl
𩙑	sfbl
風圈	sfbl
甽	sfc
𤰕	sfc
𤰝	sfc
𥃹	sfc
𰥗	sfcd
風騷	sfcd
風神	sfci
瞞天過海	sfcn
䀘	sfdc
𢌱	sfdc
𧙧	sfdc
𰢹	sfdc
𢌱	sfdc
𢌱	sfdc
𧙧	sfdc
風華	sfdd
𥆆	sfde
風發	sfdj
鳳台	sfdk
与共	sfdp
風致	sfdt
𩃋	sfdw
𬑖	sfdw
風能	sfdy
風化	sfeb
風伯	sfed
与他	sfee
𠼞	sfei
𩗠	sfei
𩗽	sfei
風聞	sfel
盱	sfem
衧	sfem
𤰤	sfem
𩁹	sfem
鳳儀	sfem
与你	sfeo
風俗	sfep
𨖛	sfeu
風傳	sfex
霏	sff
裶	sff
𥇪	sff
𫕽	sff
風控	sffb
𥄊	sffc
𭾡	sffc
𧙒	sffd
風頭正勁	sfff
風擋	sffg
𥅿	sffi
𲉵	sffi
𭂹	sffj
風頭	sffk
風災	sffm
䀴	sffn
𩘛	sffo
風捲殘雲	sffs
風投	sffs
風箱	sfga
初来乍到	sfgd
鳳舞	sfgd
睫毛	sfgm
鳳梨	sfgo
風尚	sfgs
風笛	sfgu
風箏	sfgv
風範	sfgx
風骨	sfhg
風塵	sfhh
鳳城	sfhk
風趣	sfhl
瞒天过海	sfhn
風勢	sfhp
欤	sfhq
風聲	sfht
風土	sfht
与	sfi
鿖	sfi
𫦤	sfi
𬺲	sfi
䀓	sfid
𬯸	sfid
風寒	sfid
凡爾賽	sfid
風兒	sfie
鳳蝶	sfil
𢝝	sfin
𭚤	sfin
𩃧	sfio
風光	sfio
風害	sfiq
風氣	sfit
𭟸	sfiu
𠘪	sfj
𪽇	sfj
𥊌	sfja
𠙒	sfjb
風暴	sfjd
風景	sfjd
風刀	sfjd
𥅨	sfjf
需求量	sfjf
風量	sfjf
𩂼	sfjg
震天動地	sfjh
𥄆	sfji
𥏈	sfjm
𧝄	sfjm
鳳崗	sfjq
凬	sfjr
𥅏	sfjr
𫽑	sfjr
𥄝	sfjs
𠙊	sfjw
𱲷	sfkg
風吹	sfkh
加热器	sfkk
裋	sfkl
䙐	sfkl
𥆖	sfkl
𥉅	sfkl
風中	sfkl
𬑘	sfkn
𮦔	sfkn
𧜇	sfko
褔	sfks
𢪓	sfks
𤲡	sfks
𩘆	sfks
𩂲	sfku
風口	sfkv
風味	sfkw
与之	sfkz
𫕫	sflc
目无尊长	sflc
風癱	sfld
風疹	sflu
䀖	sfmd
𩂉	sfmd
風燈	sfmd
風大	sfmd
䙣	sfmf
𠙗	sfmf
𥆭	sfmf
𧞁	sfmf
𩆅	sfmf
𲉳	sfmh
風火	sfmh
𤲖	sfmi
𮖂	sfmk
風煙	sfml
風爐	sfmt
雷打不动	sfna
与此	sfnb
風涼	sfnd
風波	sfne
風溼	sfnf
𥆿	sfni
𩗕	sfni
風浪	sfni
風沙	sfni
雷打不動	sfnj
風濕	sfnj
与否	sfnk
𭿖	sfnm
目无法纪	sfno
𱰶	sfnp
風洞	sfnq
風潮	sfnr
風流	sfnr
風水	sfns
風源	sfnv
𢗓	sfnx
眐	sfnz
𧘿	sfnz
𩄔	sfof
鳳冠	sfof
𩃾	sfoi
風色	sfoo
𧘛	sfos
風急	sfov
盶	sfow
䨌	sfow
𪽊	sfow
風向	sfox
風貌	sfpd
襧	sfpg
𥌃	sfpg
𧟐	sfpi
風物	sfpi
䀿	sfpj
䁀	sfpj
𩗙	sfpj
鳳陽	sfpj
𥉭	sfpk
風險	sfps
風障	sfpw
𡴃	sfqc
零打碎敲	sfqd
襹	sfqh
矖	sfqh
𱲦	sfqi
𧘢	sfqj
風扇	sfqk
鳳	sfqn
力挽狂瀾	sfqn
力挽狂澜	sfqn
𩘃	sfqo
𰥢	sfqq
𰳼	sfqq
眪	sfqu
𥅙	sfqu
𮖁	sfqu
風裏	sfre
夙夜	sfre
裲	sfri
𥇑	sfri
𩗾	sfri
𥄔	sfrj
𧘟	sfrj
𩖭	sfrj
𫥞	sfrj
風乾	sfrj
与闻	sfrl
風訊	sfro
𬩼	sfrp
賀拉斯	sfrp
贺拉斯	sfrp
与其	sfrq
風帽	sfrq
𥄌	sfrs
風衣	sfrs
風帆	sfrs
風雲	sfsa
風霜	sfsa
𲉹	sfsb
鳳凰	sfsd
盱眙	sfsd
𩅞	sfse
風裡	sfse
疅	sfsf
𧝿	sfsf
霏霏	sfsf
𱶟	sfsg
風電	sfsh
鳳眼	sfsi
雩	sfsk
𢮠	sfsk
𥃳	sfsk
𧘚	sfsk
𥃳	sfsk
雨打風吹	sfsk
雨打风吹	sfsk
風力	sfsl
累死累活	sfsn
鄠	sfsp
𪄮	sfsq
几天几夜	sfsr
風雷	sfss
𩗮	sfst
𮖓	sfst
𨖜	sfsu
雲捲雲舒	sfsu
風雨	sfsv
風雪	sfsv
鳳尾	sftg
加爾各答	sftg
睐	sftm
𭻔	sftm
𩃂	sftp
𩃑	sftp
風鑽	sftp
𧘾	sfts
𧟜	sftt
風鈴	sftu
風鏡	sftw
与会	sfua
𨖝	sfuc
力排众议	sfuc
風級	sfuc
風度	sfud
𩘤	sfuj
目无余子	sful
𩄪	sfum
𱍟	sfun
震撼人心	sfun
目无全牛	sfup
与人	sfur
𤰵	sfut
風紀	sfuw
風采	sfva
夙願	sfvd
夙愿	sfvd
風靡	sfvf
風蝕	sfvi
風壓	sfvj
睫	sfvn
𧚨	sfvn
𩃖	sfvn
𩗳	sfvn
風磨	sfvq
褄	sfvw
霋	sfvw
𱲾	sfvw
力挫群雄	sfvx
鳳爪	sfvz
劍拔弩張	sfwj
風韻	sfwj
𭾺	sfwl
𫥟	sfwn
風行	sfwo
鳳姐	sfwo
力排衆議	sfwr
𠙤	sfww
風車	sfxc
風雅	sfxo
矇頭轉向	sfxo
力排眾議	sfxr
風輪	sfxu
𧙸	sfyf
㓘	sfyi
𤥔	sfyi
𩆋	sfyl
𥉬	sfym
𩄰	sfym
𲀼	sfym
目无王法	sfyn
颲	sfyo
𥆁	sfyo
𧙷	sfyo
𩂶	sfyo
風月	sfyv
夙	sfyx
𩃴	sfyy
㓘	sfyy
風琴	sfyy
风	sg
𬱾	sgaa
𭪫	sgaa
风云	sgad
风凉	sgad
霉运	sgad
複本	sgaf
风干	sgag
风姿	sgah
複述	sgai
複用	sgai
複查	sgaj
𭾮	sgak
风速	sgak
𥊲	sgam
𩗉	sgam
𩙆	sgam
𬡕	sgam
风头	sgam
风轻云淡	sgan
𬱵	sgao
瞅准	sgao
複核	sgar
风斗	sgar
𧜁	sgas
风机	sgas
複檢	sgas
风格	sgat
风冷	sgau
风骚	sgbd
风情	sgbh
风圈	sgbl
𬡦	sgbm
加利福尼亞	sgcf
加利福尼亚	sgcg
风神	sgci
𧞶	sgcm
𧚘	sgcn
风讯	sgco
複驗	sgcs
𥌇	sgda
𩙦	sgdb
霉菌	sgdb
驾轻就熟	sgdd
𩙮	sgdg
瞅著	sgdh
𩙫	sgdi
瞅见	sgdj
𱃗	sgdk
瞴	sgdm
风范	sgdn
𩙯	sgdp
风致	sgdt
风能	sgdy
睫毛膏	sgdy
风传	sgea
风华	sgeb
风化	sgeb
電算化	sgeb
风伯	sged
𰥹	sgee
风儿	sgee
袘	sgei
𥅓	sgei
𫌙	sgej
风里	sgel
𱃙	sgeo
风俗	sgep
𬱷	sgeu
𫠇	sgew
𧟉	sgey
风控	sgfb
风势	sgff
风挡	sgfi
𧜬	sgfm
𱃘	sgfo
风投	sgfs
略見一斑	sgfy
风箱	sgga
风车	sggc
𲁄	sggg
𬑬	sggg
𤳂	sggh
𩄞	sggh
䨳	sggj
瞅見	sggj
複種	sggj
襻	sggk
𥇾	sggm
𩇒	sggm
𲋏	sggm
𥌞	sggm
𬱽	sggn
𤳝	sggo
风筝	sggo
複利	sggo
风尚	sggs
风笛	sggu
风轮	sggu
𱃜	sggw
𤱛	sgh
𥣂	sgh
风电	sghd
风骨	sghg
𤴆	sghh
𮖴	sghh
𧜕	sghi
风趣	sghl
鳳毛麟角	sgho
凤毛麟角	sgho
雷轰电闪	sghr
瞠	sght
𰴇	sght
风声	sght
风土	sght
霉素	sghu
风	sgi
𠘰	sgi
𪪮	sgi
𭚓	sgi
⻛	sgi
𰦃	sgia
飕	sgid
风寒	sgid
複賽	sgid
𮕾	sgif
複方	sgif
风尘	sgih
複寫	sgii
眼見為實	sgii
複句	sgik
风灾	sgim
𥌛	sgin
𬲀	sgin
飑	sgio
风光	sgio
𰅗	sgip
风气	sgiq
风害	sgiq
𩃻	sgiw
複審	sgiw
袮	sgix
𤱏	sgix
𥋘	sgiy
畀	sgj
睍	sgj
䨘	sgj
𪽔	sgj
𰴒	sgj
风暴	sgjd
风景	sgjd
风刀	sgjd
複印	sgjf
風和日麗	sgjf
风和日丽	sgjf
风量	sgjf
𫗇	sgjr
飗	sgjs
𱃖	sgjs
複	sgjt
𤳈	sgjw
𮸻	sgjw
𩙰	sgka
𩙬	sgkf
𬱿	sgkf
风吹	sgkh
複習	sgkk
风中	sgkl
𥍒	sgkn
複式	sgkn
初見成效	sgkr
複數	sgkr
𥋇	sgks
𱃛	sgks
𬱸	sgkt
风口	sgkv
𮨵	sgkw
风味	sgkw
霉味	sgkw
𩂳	sglb
複覈	sgld
风瘫	sgld
𬲆	sglk
目無尊長	sglm
风疹	sglu
眊	sgm
雮	sgm
䫽	sgm
𭯘	sgm
𫗉	sgma
风烟	sgmb
风灯	sgmc
𧛒	sgmd
𩅌	sgmd
风大	sgmd
𲀫	sgmf
瞅	sgmh
𩄍	sgmh
𩘌	sgmh
𮖝	sgmh
风火	sgmh
𬲅	sgmi
霉烂	sgml
飚	sgmm
𩙪	sgmm
矁	sgmn
风炉	sgmq
瞅着	sgms
风波	sgne
风浪	sgni
风沙	sgni
风湿	sgnj
瞅準	sgno
𧛳	sgnq
风洞	sgnq
风潮	sgnr
风流	sgnr
风水	sgns
目無法紀	sgnu
风源	sgnv
𫠈	sgnw
𥊈	sgoa
𤳁	sgob
风级	sgoc
䬆	sgod
𬯼	sgod
𰦊	sgod
盵	sgoi
𤰢	sgoi
颴	sgon
𲀳	sgon
力透纸背	sgoo
风色	sgoo
複選	sgoo
飓	sgop
风急	sgov
飏	sgow
风纪	sgow
风向	sgox
风貌	sgpd
风物	sgpi
𥇢	sgpj
複製	sgpq
风险	sgpu
风障	sgpw
𥅢	sgqd
风发	sgqd
𩙧	sgqh
𥌫	sgqk
风扇	sgqk
霉	sgqm
畮	sgqm
䀲	sgqm
𧚀	sgqm
𱃠	sgqq
䁓	sgqt
𧛝	sgqt
𰴈	sgqt
𲋐	sgqw
𧟖	sgrf
𬡱	sgrj
𭀕	sgrj
𮕶	sgrj
𮖫	sgrj
複試	sgrk
𫗈	sgrl
风闻	sgrl
複議	sgrm
风帽	sgrq
𥄭	sgrs
风衣	sgrs
风帆	sgrs
𩙭	sgru
複雜	sgru
複診	sgru
𩗵	sgs
风霜	sgsa
𱃝	sgsg
飓风	sgsg
瞅瞅	sgsg
𧝡	sgsh
𪾾	sgsh
複合	sgsh
风力	sgsl
瞠目	sgsm
飔	sgsn
𮖙	sgss
𱃚	sgss
风雷	sgss
襠	sgst
𰦄	sgst
风雨	sgsv
风雪	sgsv
𥉢	sgth
𤮷	sgtn
𱡜	sgtp
賀年片	sgtp
贺年片	sgtp
飅	sgts
𩅸	sgts
𥅁	sgub
𧙓	sgub
𩂖	sgub
裢	sguc
风度	sgud
靈敏度	sgud
複線	sgud
𤱴	sguf
风蚀	sgui
𩙩	sguj
飐	sguk
𱃞	sguo
力透紙背	sguo
目無全牛	sgup
𩆲	sguw
风采	sgva
𮨳	sgvf
风靡	sgvf
风压	sgvh
眼見爲實	sgvi
目無餘子	sgvl
𲋑	sgvn
𩙨	sgvp
风磨	sgvq
风铃	sgvu
风钻	sgvu
风镜	sgvw
𪿄	sgwh
𫗊	sgwj
风韵	sgwj
䬐	sgwn
𫌂	sgwn
风行	sgwo
複姓	sgwp
𱃔	sgws
矘	sgxh
𥊼	sgxi
𩙥	sgxi
𰦋	sgxi
𱃕	sgxi
风雅	sgxo
睎	sgxr
𮖆	sgxr
𥊰	sgxz
霉变	sgyd
目無王法	sgyn
风月	sgyv
𫗋	sgyw
风琴	sgyy
合	sh
𪛗	sh
凡士林	shaa
合資	shah
合资	shah
電橋	shah
電板	shah
合用	shai
電機	shaj
電棍	shaj
電梯	shal
電極	shal
電平	shal
𮦐	sham
電棒	sham
電椅	sham
電木	sham
风起云涌	shan
雾起云涌	shan
合击	shaq
𧚜	shar
合格	shat
合圍	shba
合围	shba
𥋨	shbb
𩅯	shbb
𩇇	shbb
𬑑	shbb
𱻧	shbb
合情	shbh
電竈	shbh
𥉙	shbj
𧟅	shbj
襩	shbj
𭻪	shbk
𥊏	shbs
合适	shbu
電容	shbu
衬	shc
𤰥	shc
𥃷	shc
合订	shcc
合谋	shcd
電視	shcg
合议	shci
合计	shcr
電騾	shcs
電驢	shct
電	shd
𥋦	shdb
電白	shdb
電荷	shde
合著	shdh
合欢	shdh
畈	shdi
眅	shdi
疇昔	shdj
合歡	shdk
袪	shdm
𠘾	shdm
電芯	shdn
合营	shdo
䀷	shds
瞌	shdx
𧛾	shdx
電能	shdy
合体	shea
電閘	shea
合閘	shea
電化	sheb
𰦉	shee
風塵僕僕	shee
電吉他	shee
合作	sheg
合剂	sheg
睦	sheh
𪽘	sheh
𤱲	shei
褹	shei
𧟎	shej
䨪	shel
合併	shel
電價	shel
合伙	shem
電門	shem
電離	sheq
電信	sher
睖	shet
裬	shet
䬋	shet
𤲪	shet
電閃	sheu
電文	shew
電位	shew
電傳	shex
𫌀	shfb
電控	shfb
合拍	shfd
電刑	shfd
衬垫	shff
𲀸	shfh
電掛	shfh
𩂬	shfi
合一	shfi
合抱	shfi
雨过天晴	shfj
𥅠	shfk
𧙺	shfk
𩗇	shfk
合拢	shfq
𧜑	shfr
電抗	shfr
衬托	shfw
合攏	shfw
𥉄	shg
𧜓	shg
𩄨	shg
電箱	shga
電稿	shgd
電熱毯	shgm
合租	shgo
䬉	shgp
𥋿	shgp
電筒	shgq
合辙	shgr
合算	shgs
電算	shgs
電筆	shgv
畤	shhc
電場	shhj
電臺	shhk
電報	shhl
電教	shhl
𥉖	shhn
襓	shho
䁱	shho
電熱	shhp
合體	shhq
畦	shht
眭	shht
袿	shht
褂	shhu
袄	shi
𰥔	shi
𩃇	shia
𱁔	shif
電學	shig
合為	shii
合家	shik
異體字	shil
衬字	shil
電光	shio
合为	shis
𬑞	shit
𱃋	shit
𲀿	shit
電氣	shit
𤲎	shix
睹	shj
合夥	shja
瞔	shjb
襀	shjb
𤳎	shjb
𩄾	shjb
電影	shjd
合影	shjd
電郵	shjd
電動	shje
電量	shjf
思考題	shjf
思考题	shjf
電費	shjg
合照	shjj
電暈	shjo
衬映	shjq
睹	shjr
褚	shjr
合辦	shjs
電弧	shjv
電暖	shjv
𲄋	shjx
𮖱	shkf
電感	shkf
襭	shkj
合唱	shkj
𥋊	shkk
𫣹	shkk
電器	shkk
加熱器	shkk
電熱器	shkk
霄壤之别	shkk
霄壤之別	shkk
合成	shko
電噴	shkr
電唁	shkr
褤	shks
𫌐	shkt
袺	shkv
𩗊	shkv
合口	shkv
𥉶	shl
𩅄	shl
電導	shlc
合并	shld
電瓶	shld
𩆔	shlh
𥊝	shli
𩅀	shli
電療	shlm
䁄	shlr
𤲜	shlr
𲀴	shlr
𧘷	shlt
雨后送伞	shlu
電覆	shlw
電務	shlw
𥆔	shlz
𰳽	shlz
電子	shlz
褂子	shlz
𥋝	shm
𥌜	shmb
𧞧	shmb
𱃐	shmb
電燈	shmd
電大	shmd
合规	shmd
電煤	shmd
合奏	shmf
雨后春笋	shmg
合規	shmg
𤒡	shmh
褫夺	shmh
電灶	shmh
電火	shmh
雷聲大雨點小	shmi
雷声大雨点小	shmi
電焊	shmj
合營	shmm
褫奪	shmo
電爐	shmt
𧞅	shmu
𲊋	shmu
電池	shne
電波	shne
電工	shng
合法	shnh
電法	shnh
電燙	shnj
電測	shnj
電流	shnr
合流	shnr
電源	shnv
累教不改	shnw
𢜧	shnx
電解	shoa
合集	shoa
𱁠	shob
𥊖	shoc
𩅚	shoc
疇	shoh
䬞	shoh
𥌆	shoh
𮖻	shoh
𱳉	shoi
合约	shoi
衬纸	shoj
𱰿	shok
風聲鶴唳	shok
风声鹤唳	shok
𪾼	shol
𤴃	shom
電函	shon
合巹	shon
合卺	shon
䬉	shop
𥋿	shop
合编	shoq
合纵	shou
睦	shph
𪽘	shph
褹	shpi
𧟎	shpj
合陽	shpj
合阳	shpj
電告	shpk
電阻	shpo
睖	shpt
裬	shpt
䬋	shpt
𤲪	shpt
欱	shq
歛	shq
電碼	shqc
合同	shqf
電扇	shqk
電磁	shql
𧛔	shqm
電耗	shqp
電石	shqs
合龙	shqw
𧛔	shqx
合闸	shra
電話	shrb
合訂	shrc
合謀	shrd
合適	shrl
合劑	shrl
電商	shrl
合議	shrm
電訊	shro
合計	shrr
瞃	shrs
䙉	shrs
衬衣	shrs
雷电交加	shrs
合十	shrs
几起几落	shsd
裱	shsi
眽	shsi
䁃	shsi
𤱰	shsi
𧞱	shsi
電眼	shsi
合眼	shsi
瞌睡	shsj
𧙲	shsk
電賀	shsk
電力	shsl
合力	shsl
風起雲湧	shsn
霧起雲湧	shsn
合办	shsp
電霸	shsp
𪅚	shsq
畦田	shst
衬裤	shsu
衬衫	shsw
𡉂	sht
𡋛	sht
𥃾	sht
𫕞	sht
𬡃	sht
電料	shta
衬料	shta
褫	shth
𥉘	shth
𱁕	shth
電錶	shth
斂聲屏氣	shti
合金	shtj
電錘	shtj
合璧	shtk
電鈕	shtk
電匯	shtn
𥆮	shto
裱糊	shto
電鑽	shtp
電刷	shtr
電鋸	shtt
電鍍	shtu
電鈴	shtu
電鍵	shtv
電鏟	shtw
電鐘	shtw
睦鄰	shty
風土人情	shub
风土人情	shub
電線	shud
