aaaf 硬碰硬
wtqu 敗北
wtrf 敗兵
wtsj 敗草
wtsn 敗落
wtvi 眼鏡蛇
wtwd 見錢眼開
wtwg 胳肢
wtwy 胳膊
wtxr 敗訴
wtya 敗露
wuau 見木不見林
wucw 脂膏
wudd 腰板兒
wudk 見機行事
wudm 刨根問底
wudy 賦比興
wuec 朋比爲奸
wued 脱穎而出
wued 見機而行
wued 脫穎而出
wuee 見機而作
wuer 周杰倫
wufw 膝上型電腦
wuhj 膠柱鼓瑟
wuja 雕欄玉砌
wukc 朋比為奸
wulm 遙相呼應
wunb 脂油
wuqk 脂粉
wurf 股東會
wuro 週期性
wush 膝蓋
wuus 膝上
wuuw 懸樑刺股
wuux 瞞上欺下
wuvu 雕樑畫棟
wuwh 脂肪
wuwh 見棱見角
wuxg 腓骨
wuxx 膝下
wvax 忽略不計
wvbp 膠皮
wvbr 膠輪
wvck 膠丸
wvdp 膠片
wvdq 膠圈
wvee 膠條
wvek 膠乳
wvek 膠袋
wvfq 膠捲
wvgi 膠管
wvgl 膠囊
wvgy 膠南
wvhh 腮幫
wvii 腮邊
wvip 膠布
wvis 膠塞
wvkf 膠印
wvlc 月黑風高
wvnl 膠州
wvns 膠水
wvod 膛線
wvod 臘盡春回
wvof 雕蟲小技
wvoh 膠結
wvoi 腮紅
wvok 膠紙
wvop 膠套
wvor 腮頰
wvos 見習生
wvou 股掌之上
wvqi 膠料
wvqp 膠粘
wvqq 腸胃炎
wvqw 膠着
wvrh 膠合
wvrr 膠質
wvse 膠靴
wvsf 膠帶
wvsh 膠鞋
wvsh 膠著
wvso 腱鞘
wvuj 膠東
wvum 膠木
wvuo 膠棒
wvur 膠板
wvvy 見異思遷
wvwd 腮腺
wvwm 瞠目
wvxy 膠體
wwaa 膩膩歪歪
wwcc 胸衣
wwcl 矇矇亮
wwcn 胞妹
wwcu 胸襟
wwcw 胞姐
wwdb 胸圍
wwdd 嬰兒
wwdf 胸徑
wwdp 胸片
wwdr 胸悶
wweh 胸像
wwei 眼見爲實
wwek 勝敗乃兵家常事
wwem 見見面
wwet 删改
wwfk 鸚鵡
wwfp 删掉
wwfw 胳膊擰不過大腿
wwfx 脱胎換骨
wwfx 脫胎換骨
wwgd 删節
wwgj 胸章
wwgl 胸部
wwgl 册立
wwgs 胸無
wwgu 遙遙無期
wwhg 見財起意
wwhh 册封
wwhk 鵬城
wwhn 删去
wwhq 胸墊
wwib 朋友
wwij 勾股定理
wwiw 胸有
wwix 胳肢窩
wwjd 朋克
wwjr 肝膽照人
wwke 删了
wwkh 嬰孩
wwki 眼見為實
wwkn 肝腸寸斷
wwkz 册子
wwld 胞兄
wwld 删號
wwle 胸中
wwlg 册數
wwll 目瞪口呆
wwlv 胸口
wwmb 胸痛
wwmc 胸廓
wwme 胸透
wwmf 肥胖症
wwml 鵬程
wwmm 胸毛
wwmo 腔腸動物
wwnb 胞波
wwnc 賙濟
wwnh 肝腦塗地
wwnk 删減
wwns 腹股溝
wwoh 鼎鼎大名
wwoi 胭脂紅
wwom 瞠目結舌
wwow 删削
wwox 肺腑之言
wwpp 胸罩
wwpp 服服帖帖
wwpp 删帖
wwpr 删除
wwqb 胞弟
wwqf 腰肌勞損
wwqq 腦膜炎
wwqq 腮腺炎
wwqw 胸前
wwrc 胸懷
wwrf 氍毹
wwrl 膾炙人口
wwro 遙遙領先
wwrr 睡眼惺忪
wwrr 匆匆忙忙
wwrr 脉脉含情
wwrr 脈脈含情
wwse 胸花
wwtg 胸針
wwud 脱脂棉
wwud 脫脂棉
wwue 胸椎
wwuj 肝膽相照
wwup 胸卡
wwus 胸模
wwuu 遙遙相對
wwuv 删檔
wwvh 胸鰭
wwvt 删略
wwvv 朋黨
wwvv 瞌睡蟲
wwwd 胸腺
wwwe 眼睜睜
wwwf 胳膊肘兒朝外拐
wwwg 胸臆
wwwg 胸腹
wwwi 胸腔
wwwi 睜眼瞎
wwwk 胳膊肘
wwwl 胸肌
wwwn 胞胎
wwwn 腸肥腦滿
wwws 胸膜
wwwv 胸膛
wwww 朦朦朧朧
wwww 服服貼貼
wwwy 胸脯
wwxa 瞋目切齒
wwxd 膘肥體壯
wwxg 胸骨
wwxh 朦朧詩
wwxl 鸚哥
wwxt 删詞
wwyq 罌粟
wxdl 盯盤
wxed 具體而微
wxee 見可而進
wxef 腦體倒掛
wxek 盯住
wxem 見過面
wxeu 具體化
wxfh 盯死
wxfl 賤骨頭
wxhe 丹頂鶴
wxhg 見諸報端
wxhr 月下老人
wxhu 貽誤軍機
wxjb 盯緊
wxjw 盯視
wxon 胯下之辱
wxoy 騰訊網
wxph 盯防
wxpu 敗下陣來
wxqw 盯着
wxre 見證人
wxre 盯人
wxsh 盯著
wxsq 月下花前
wxuo 盯梢
wxus 盯上
wxux 具體來説
wxux 具體來說
wxxt 助記詞
wyam 月曆
wybd 腰繫
wybk 月費
wybm 月尾
wybr 腰斬
wybr 月輪
wybw 月眉
wycd 月嫂
wyce 月夜
wycj 月姬
wycl 月亮
wycm 月初
wycv 腰裏
wycv 腰裡
wydb 腰圍
wydb 月白
wydd 腰牌
wydj 腰間
wydj 月間
wydl 腦電圖
wydl 月圓
wydw 月的
wydw 月奬
wydw 月獎
wyeb 月盈
wyek 月份
wyek 月付
wyes 月供
wyfl 月頭
wygg 月産
wygl 腰部
wygp 膿血
wygs 月舞
wyha 月產
wyhc 月壇
wyhd 月考
wyhe 月色
wyhg 腰鼓
wyhl 月臺
wyhq 月報
wyhu 月老
wyhw 月均
wyie 彤雲密佈
wyig 月工
wyil 月宮
wyir 月息
wyis 腰身
wyja 月牙
wyjc 月影
wyjf 月球
wyjh 月暈
wyjj 月琴
wyju 腰果
wyjw 月明
wykm 月分
wykq 月餅
wyks 月食
wykz 月子
wykz 腰子
wyld 月號
wyle 月中
wymb 腰痛
wymd 腰刀
wymk 月底
wymk 月季
wymm 月利
wymn 腰痠
wyms 月度
wymt 腰疼
wymw 月租
wynj 腦震盪
wynj 月湖
wynl 月台
wynm 月末
wyns 膿水
wyod 月線
wyod 腰線
wyof 月經
wyoh 月結
wyol 月光
wyor 月給
wyot 月終
wypm 月刊
wypw 腰際
wypy 貝雷帽
wyqj 月半
wyqu 腰背
wyqw 月前
wyrf 月會
wyrk 月令
wyse 腰花
wysf 腰帶
wysg 月薪
wysn 月落
wyss 月華
wysy 騰雲駕霧
wytb 腰鏈
wytj 眼冒金星
wyue 腰椎
wyuj 腰桿
wyup 月卡
wyur 腰板
wyur 月入
wyuw 月相
wyvs 肌肉男
wywe 腰包
wywe 膿包
wywf 匍匐
wywg 腰肢
wywm 膿腫
wywn 腰眼
wywn 腰腿
wywy 月月
wyxg 腰骨
wyxx 月下
wyxy 胴體
wyyj 月票
wyyl 月靈
wyyr 月内
wyyu 月內
xaab 頂破
xaaq 頓足不前
xaav 骨碌碌
xabc 言不由衷
xabk 過路費
xabq 頂層
xack 頂好
xadj 説不得
xadj 說不得
xadm 頂門
xaee 下不爲例
xaek 頂住
xaek 頂不住
xaeq 言不及義
xafg 頂撞
xafl 頂頭
xafo 頂天
xafu 話不投機
xafw 頓足捶胸
xagj 這些年
xagk 頂戴
xagl 頂部
xagp 頂端
xahe 頂起
xahg 詞不達意
xahh 頂多
xahl 頂臺
xahl 頂名
xahn 過不去
xahs 頂角
xaif 説不定
xaif 說不定
xajf 可不是
xaji 頂缸
xajo 頂珠
xajq 頂班
xajy 頂禮
xake 下不為例
xakh 下不了臺
xakl 頂事
xakl 這些事
xakn 下不了台
xala 頂嘴
xalf 頂風
xalg 頂數
xall 變壓器
xall 變頻器
xamr 切齒痛恨
xane 説不準
xane 說不準
xanh 説不清
xanh 說不清
xanl 頂台
xanu 説不清楚
xanu 說不清楚
xaoe 頂級
xaok 七步之才
xaol 讚不絶口
xaol 讚不絕口
xaon 頂牛
xaoo 頂尖
xaoo 頂替
xapt 頂峰
xapt 頂峯
xapu 頂罪
xapy 頂崗
xaqb 頂燈
xaqw 頂着
xase 語不驚人死不休
xash 頂蓋
xash 頂著
xasj 頂芽
xasy 頂用
xatg 頂針
xaul 下不來
xaul 頂樓
xaur 頂板
xaus 説不上
xaus 談不上
xaus 頂上
xaus 說不上
xaut 頂格
xauu 説不上來
xauu 說不上來
xauw 頂棚
xavg 言不盡意
xavh 請願書
xavp 頂點
xawe 頂包
xawp 頂賬
xaxg 頂託
xaxh 説不過去
xaxh 說不過去
xaxj 蠻不講理
xaxk 說不說
xaxl 切不可
xaxq 説不説
xaxx 頂下
xaye 頂配
xayt 過磷酸鈣
xbck 證婚
xbdl 過屠門而大嚼
xbeb 誦佛
xbec 下車伊始
xbee 證僞
xbek 證偽
xbeo 證件
xbfp 證據
xbgj 證章
xbgy 骨軟筋酥
xbhm 體弱多病
xbia 證實
xbid 訣竅
xbjm 證照
xbjw 證明
xbld 證號
xbls 訣别
xblw 訣別
xbof 誦經
xbow 證物
xbqo 證券
xbre 證人
xbvh 證書
xbxh 誦讀
xbxt 證詞
xbxy 諱言
xcao 讓步
xcaq 諸如此類
xcat 讓路
xcbj 謫居
xcbj 讓車
xccj 讓她
xcdd 讓出
xcdf 讓開
xceg 讓位
xceh 讓你
xcej 讓他
xcgf 讓我
xcgl 體育部
xchj 體育場
xchm 體育運動
xchs 諒解
xciu 讓它
xcix 話裏有話
xcix 話裡有話
xcjb 讓賢
xcjf 這就是
xcjx 這就是説
xcjx 這就是說
xcki 體育館
xclj 諦聽
xcmk 説到底
xcmk 說到底
xcmm 讓利
xcmr 讓座
xcnm 讓渡
xcnu 誘敵深入
xcor 讓給
xcqi 讓道
xcre 讓人
xctq 體育鍛煉
xcxj 體育課
xcxs 骯髒
xdad 請將不如激將
xdaf 言行不一
xdaw 丁憂
xdaz 頓足
xdbd 過關斬將
xdbu 哥白尼
xdck 説得好
xdck 說得好
xdcn 譭棄
xdda 言行舉止
xddd 調門兒
xddd 譭譽
xddj 護衛艦
xddj 護衞艦
xddr 託兒所
xdds 頓覺
xdeh 哥德巴赫
xdek 頓住
xdfc 言行一致
xdfe 言歸正傳
xdfl 課間操
xdfr 頓挫
xdgn 屯墾
xdgq 頓釋
xdhb 屯軍
xdhc 言歸於好
xdhd 過街老鼠
xdhn 過得去
xdid 計將安出
xdik 丁字
xdjd 丁克
xdjh 頓時
xdjj 屯昌
xdjr 丁玲
xdke 説白了
xdke 說白了
xdkf 讀後感
xdkf 頓感
xdkm 丁卯
xdlb 屯聚
xdld 頓號
xdmh 屯積
xdmj 丁香
xdne 屯溪
xdno 頓消
xdnp 言出法隨
xdnq 譭譽參半
xdnw 丁未
xdod 記問之學
xdos 頓生
xdqi 頓首
xdqi 丁烷
xdqj 屯糧
xdqs 丁烯
xdrd 言出必行
xdrf 屯兵
xdrf 頓悟
xdro 可行性
xdsi 頓開茅塞
xdsn 屯落
xdsr 語出驚人
xdsr 計出萬全
xdue 屯紮
xdul 談得來
xdvo 丁丑
xdvt 屯田
xdvv 丁當
xdwi 頓然
xdxm 説閒話
xdxm 說閒話
xdxv 可圈可點
xdxy 讕言
xeae 言而不信
xean 議而不決
xeap 謔而不虐
xeau 誰不
xeaw 誰肯
xebo 誰又
xeck 記熟
xedd 記牌
xedj 記得
xedw 誰的
xeeb 謡傳
xeeb 訛傳
xeec 記仇
xeee 請假條
xeek 記住
xeek 謡俗
xefh 記掛
xefs 誰手
xefw 誰看
xege 言而無信
xegi 變化無窮
xegk 記載
xegv 變化無常
xehc 課代表
xehe 記起
xehg 變化多端
xehj 記者
xehj 誰都
xehl 記名
xeie 言而有信
xeig 誰家
xeih 言傳身教
xeij 談何容易
xeij 可以攻玉
xeio 記牢
xeip 哥倫布
xeis 記功
xeiw 誰有
xeje 誰也
xejh 丁俊暉
xejl 誰知
xejl 誰敢
xejm 證件照
xeju 下個星期
xekl 記事
xekl 這件事
xekm 記分
xelb 記取
xeld 記號
xelg 記數
xelj 誰呀
xelr 可以嗎
xemc 體改委
xems 可信度
xemv 謬以千里
xene 過而能改
xenh 記法
xenw 誰能
xepe 討價還價
xeqi 誰料
xeqi 髒亂差
xeqw 記着
xere 誰人
xerf 記敘
xerf 誰會
xerf 訂貨會
xerf 記敍
xerg 記憶
xerh 言爲心聲
xern 記恨
xero 記性
xesh 記著
xesn 變化莫測
xeta 記錄
xetl 誰敢
xets 記錯
xeuf 哥倫比亞
xeuk 記述
xeul 譙樓
xeur 記入
xeuw 誰想
xevi 七彩虹
xewp 記賬
xewy 下個月
xexg 訛詐
xexg 謡諺
xexk 誰說
xexk 可以說
xexo 記過
xexq 可以説
xexq 誰説
xexv 訛謬
xexx 記下
xexy 謡言
xeyc 誰要
xeyc 記要
xfah 語彙
xfai 説一不二
xfai 說一不二
xfao 下一步
xfau 證據確鑿
xfax 語焉不詳
xfcf 語嫣
xfdd 過五關斬六將
xfdn 過五關
xfed 下一個
xfek 下一代
xfer 可操作性
xfgh 頂天立地
xfgj 語音
xfgj 語意
xfgo 語系
xfgq 語氣
xfhe 語文
xfhg 語境
xfhh 丐幫
xfhl 語象
xfho 語素
xfid 可擦寫
xfih 下一次
xfis 語塞
xfka 七扭八歪
xfkf 語感
xfkf 七折八扣
xfkn 七拼八湊
xfkw 七手八腳
xfla 評頭品足
xflk 語聊
xfmf 語病
xfmk 語序
xfmm 語種
xfnh 語法
xfnw 語態
xfob 可持續發展
xfqg 語義
xfqi 語料
xfta 語錄
xfuj 下拉框
xful 語速
xfut 頂頭上司
xfvg 語群
xfvg 語羣
xfvp 這一點
xfwl 語句
xfxa 評頭論足
xfxf 誤打誤撞
xfxh 謝天謝地
xfxh 談天説地
xfxh 談天說地
xfxm 這一切
xfxo 七擒七縱
xfxq 談一談
xfxt 語詞
xfxw 語調
xfxy 語言
xfyx 切爾西
xgab 識破
xgad 許願
xgah 過意不去
xgar 骨齡
xgav 言無不盡
xgav 骨碌
xgbc 計較
xgbf 詐屍
xgbk 計費
xgbk 計算尺
xgbk 過節費
xgbu 託尼
xgcg 説幹就幹
xgcg 說幹就幹
xgck 諳熟
xgck 許婚
xgcm 識到
xgcs 託媒
xgdb 歌舞團
xgdd 骨牌
xgdi 訪親問友
xgdj 識得
xgdt 託收
xgeb 託辭
xgei 語無倫次
xgek 託付
xgek 識爲
xgeo 計件
xgep 許仙
xgeu 識貨
xgeu 骨朶
xgeu 骨化
xgey 計價
xgfh 詐死
xgfj 計提
xgfl 骨頭
xgfr 骨折
xggd 骨節
xgge 七十年代
xggi 託管
xggj 骨幹
xggp 骨血
xggq 骨氣
xggq 髒乎乎
xggq 識辨
xggs 託辦
xggu 計策
xggv 骨節
xggw 計算
xggw 言簡意賅
xghb 託運
xghh 許多
xghk 許久
xghl 託名
xghl 識趣
xghq 諳達
xgid 七十二行
xgie 言無二價
xgik 識字
xgip 體無完膚
xgiq 骨灰
xgis 談笑自若
xgiw 計有
xgjf 計量
xgjf 託福
xgjh 計時
xgjj 許昌
xgjp 歌舞昇平
xgjt 託故
xgju 託缽
xgjv 諺曰
xgke 託孤
xgkf 骨感
xgkg 下筆成章
xgkk 識為
xgkm 計分
xgkm 骨盆
xgkz 骨子
xglb 詐取
xglg 計數
xglg 識數
xgli 譁衆取寵
xgll 計算器
xgll 下載器
xglo 談笑風生
xglp 詐唬
xgls 識别
xglu 骨朵
xglw 識別
xgmc 計委
xgmi 骨科
xgmk 計稅
xgmk 調節稅
xgml 歌舞廳
xgml 骨癌
xgmq 計税
xgmq 調節税
xgmx 下筆千言
xgnc 誕辰
xgnr 託派
xgns 話音未落
xgoe 七年級
xgos 誕生
xgos 計生
xgos 七年之病求三年之艾
xgou 諳練
xgpc 許嵩
xgpg 歌舞劇
xgpt 詐降
xgqi 骨料
xgqk 骨粉
xgrc 詐騙
xgre 託人
xgrr 骨質
xgsl 骨架
xgsl 骨力
xgsp 託夢
xgtf 許飛
xgtg 骨針
xgtu 託鉢
xgun 計算機
xgur 計入
xguw 識相
xguy 骨刺
xgve 骨碌
xgvh 計劃
xgwh 骨雕
xgwj 識見
xgws 骨膜
xgwv 骨膠
xgxf 諺語
xgxg 下意識
xgxi 骨髓
xgxl 許可
xgxq 計議
xgxq 識譜
xgxs 許諾
xgxs 計謀
xgxs 可親可敬
xgxt 骨骼
xgxt 託詞
xgxx 許下
xgye 許配
xgyn 計酬
xgyr 骨肉
xhab 讀破
xhad 請願
xhad 詩碑
xhad 可望不可卽
xhaf 讀研
xhas 讀碟
xhat 下坡路
xhav 可望不可即
xhcb 諂媚
xhcc 誌哀
xhcg 詩豪
xhcl 諸如
xhcm 請到
xhcm 讀到
xhdd 讀出
xhdk 諸國
xhdl 訪問
xhdl 請問
xhdl 詰問
xhdl 請回
xhdl 讀盤
xhdl 讀圖
xhdn 讀後
xhdu 諸曁
xhdx 請向
xhdy 詩興
xheb 請假
xheb 諸侯
xheb 請辭
xhed 可望而不可卽
xhee 詩選
xhee 可望而不可及
xhef 請便
xheg 諸位
xheg 詩作
xheg 讀作
xheh 請你
xheh 請您
xhei 讒佞
xhem 這方面
xheo 請進
xheu 詩集
xhev 可望而不可即
xhfh 該死
xhfn 請求
xhfn 訪求
xhfo 詩抄
xhfu 該批
xhfw 請看
xhgc 詩篇
xhgj 詩意
xhgj 讀音
xhgj 詩韻
xhgj 話外音
xhgm 諂笑
xhgp 言者無罪
xhgp 記者站
xhgu 歌臺舞榭
xhgw 變色龍
xhgx 詭辯
xhhc 詩壇
xhhc 譫妄
xhhe 詩文
xhhe 諸色
xhhh 諸多
xhhh 請多
xhhi 説文解字
xhhi 說文解字
xhhj 讀者
xhhk 請教
xhhk 諸城
xhhl 諢名
xhhl 誌喜
xhhn 該去
xhhq 讀報
xhhq 該欠
xhhr 請於
xhhw 詰責
xhia 該項
xhib 訪友
xhib 諍友
xhib 詩友
xhib 讒害
xhib 諂害
xhic 請安
xhid 讀寫
xhif 讀完
xhin 詩云
xhis 請功
xhit 請客
xhit 訪客
xhiw 訪察
xhix 説老實話
xhix 說老實話
xhjb 諸神
xhjf 這都是
xhjg 訪古
xhjh 詩社
xhjh 過去時
xhjr 詭祕
xhjs 請示
xhjw 講文明
xhke 讀了
xhkg 七老八十
xhkn 諸公
xhks 七青八黃
xhkt 讀成
xhkv 請予
xhkz 諸子
xhlb 讀取
xhld 諢號
xhlf 詩風
xhlg 讀數
xhlj 請聽
xhll 請戰
xhll 詩聖
xhls 詩史
xhlw 講解員
xhmo 讀秒
xhmr 詭秘
xhnh 讀法
xhni 識文斷字
xhnx 護城河
xhnx 七臺河
xhof 詩經
xhog 言外之意
xhow 讀物
xhow 請纓
xhox 詭奇
xhpc 護士長
xhpe 該隱
xhpm 詩刊
xhpp 請帖
xhpt 請降
xhpu 請罪
xhqo 訪美
xhqw 該着
xhra 請命
xhrb 詭怪
xhre 詩人
xhrf 哥老會
xhrf 記者會
xhrg 言多必失
xhrr 請坐
xhrs 讀懂
xhsf 詰難
xhsh 該著
xhsj 諸葛
xhss 訪華
xhsy 請用
xhsy 該用
xhtg 變色鏡
xhud 請柬
xhuf 讀本
xhuj 訪查
xhul 請來
xhup 讀卡
xhur 讀入
xhur 七色板
xhus 該上
xhvg 諸君
xhvh 讀書
xhvh 詩書
xhvi 訪尋
xhvn 諸暨
xhvs 詭異
xhvs 誌異
xhvv 該當
xhwd 請勿
xhwf 詩賦
xhwl 詩句
xhxb 讀誦
xhxd 諂諛
xhxg 詭計
xhxg 請託
xhxg 骸骨
xhxg 詭詐
xhxg 言多語失
xhxk 詭譎
xhxl 詩歌
xhxo 讀過
xhxq 訪談
xhxq 讀譜
xhxs 請講
xhxt 詩詞
xhxu 諍諫
xhxy 讒言
xhxy 詩體
xiae 過猶不及
xiaj 七百
xibh 七屆
xibq 七層
xicm 丁字褲
xict 謝娜
xidh 丁字街
xido 謝恩
xidv 七律
xidv 論功行賞
xied 七個
xieg 七位
xieu 七彩
xifc 評功擺好
xifi 七一
xifo 七天
xifr 七折
xifs 丁字形
xifu 論資排輩
xige 護身符
xigi 七十
xigj 謝意
xigj 七年
xigp 誣衊
xihe 七色
xihl 七喜
xihx 七夕
xiid 七竅
xiig 過家家
xiih 七次
xiij 七寶
xiil 言猶在耳
xiin 七雄
xiit 謝客
xijg 七古
xijl 七區
xijo 七星
xijq 七班
xijy 謝禮
xika 下自成蹊
xika 七八
xikd 歌功頌德
xike 謝了
xikm 七分
xikr 謝卻
xild 七號
xilf 謝啦
ximf 謝病
ximm 七種
ximq 七千
ximq 切身利益
xing 七海
xiod 七大
xioe 骨灰級
xioh 謝絶
xioh 七絶
xiol 誣告
xiom 謝絕
xiom 七絕
xioq 七竅生煙
xiow 七組
xiph 設身處地
xiph 誣陷
xipu 謝罪
xirc 誑騙
xirh 謝忱
xirh 七情
xirl 詫愕
xirp 骨灰盒
xisi 謝世
xisj 謝幕
xisv 七萬
xiuj 誣枉
xiul 誣賴
xiul 七樓
xiun 切割機
xiur 七巧板
xiuu 哥布林
xivh 議定書
xivp 七點
xivs 詫異
xiwj 七旬
xiwy 七月
xixa 謝頂
xixd 切實可行
xixf 誑語
xixg 可有可無
xixi 謝謝
xixi 七七
xixm 説實話
xixm 說實話
xixt 謝詞
xixu 詼諧
xixw 諮詢
xiyb 訊息靈通
xjdi 認祖歸宗
xjdj 課間
xjdl 頂視圖
xjdn 課後
xjee 這時候
xjeo 課件
xjeu 可視化
xjeu 七星彩
xjex 證明信
xjff 謁拜
xjhc 課表
xjhe 課文
xjhj 下知地理
xjhp 課外
xjhx 識時達變
xjic 課室
xjjf 課題
xjjh 課時
xjke 識時務者爲俊傑
xjke 識時務者為俊傑
xjkr 課餘
xjkz 過日子
xjll 謾駡
xjmi 計日程功
xjmk 諾曼底
xjmk 課稅
xjml 課程
xjmq 課税
xjow 課題組
xjpc 課長
xjpj 課桌
xjpr 謾罵
xjqw 課前
xjrc 誆騙
xjre 證明人
xjrf 證監會
xjsn 詭祕莫測
xjuf 課本
xjuq 課業
xjus 課上
xjuw 下星期
xjuy 課標
xjvh 課堂
xjvh 説明書
xjvh 證明書
xjvh 說明書
xjwf 頂禮膜拜
xjwi 訝然
xjwj 謁見
xjwm 課目
xjxd 丁是丁
xjxk 丁是丁卯是卯
xjxl 謳歌
xjxl 骷髏
xjxr 談古論今
xjxu 誰是誰非
xjxx 課下
xjyr 課内
xjyu 課內
xjyv 七星瓢蟲
xkab 說破
xkad 誠願
xkae 謂予不信
xkai 諸子百家
xkaj 討厭
xkau 說些
xkau 說不
xkbj 試車
xkbs 說通
xkcc 試衣
xkcj 說她
xkck 討好
xkck 試婚
xkck 說好
xkcl 誠如
xkcm 七分褲
xkcm 說到
xkcq 試劑
xkcq 討嫌
xkcs 說媒
xkcv 骨子裏
xkcv 骨子裡
xkdb 說白
xkdc 試航
xkdd 說出
xkdf 誠徵
xkdf 說開
xkdh 誠邀
xkdh 試裝
xkdj 試行
xkdj 說得
xkdl 試圖
xkdl 試問
xkdl 討回
xkds 訪貧問苦
xkeb 說辭
xked 說個
xkeh 討債
xkeh 說你
xkej 說他
xkek 討伐
xkex 誠信
xkey 討價
xkfg 試播
xkfh 試探
xkfs 試手
xkfw 試看
xkfx 試打
xkfx 討打
xkgf 說我
xkgg 試産
xkgi 試管
xkgj 誠意
xkgj 試音
xkgl 骶部
xkgm 說笑
xkgn 誠懇
xkgq 註釋
xkgr 誠篤
xkgs 試辦
xkgu 討親
xkgu 說親
xkgv 試筆
xkgw 説了算
xkgw 說了算
xkha 試產
xkhb 說聲
xkhe 註文
xkhe 說起
xkhe 說文
xkhj 試場
xkhk 討教
xkhk 試教
xkhk 說教
xkhl 誡勉
xkhq 誠摯
xkhs 註解
xkia 誠實
xkia 說項
xkid 討巧
xkif 註定
xkif 謀事在人成事在天
xkif 說完
xkig 試工
xkih 註資
xkij 試穿
xkij 說穿
xkir 謀事在人
xkit 說客
xkjf 試題
xkjf 試玩
xkjf 說是
xkjv 說理
xkjw 註明
xkjw 說明
xkjy 試映
xkkd 髒兮兮
xkke 說了
xkkh 討饒
xkkl 說事
xkkr 討飯
xkkt 說成
xklb 誠聘
xklb 討喫
xklb 試喫
xkld 諡號
xkle 說吧
xkle 說中
xklg 討吃
xklg 試吃
xklj 試聽
xklj 試唱
xklj 說唱
xkls 詠史
xklw 話務員
xklw 記分員
xkmm 試種
xkmv 說動
xknh 說法
xknh 說清
xkni 試演
xkns 試水
xkoj 詠春
xkok 試紙
xkor 說給
xkou 試練
xkoy 試製
xkpf 討還
xkpf 說戲
xkpm 試刊
xkpn 說罷
xkpq 討平
xkpy 試崗
xkqi 說道
xkqm 討米
xkqo 試卷
xkqu 試煉
xkqw 試着
xkqw 說着
xkrc 詠懷
xkre 討人
xkrh 言為心聲
xkrh 說情
xkri 誠心
xkrr 試驗
xksf 詠歎
xksg 討薪
xksh 試著
xksh 說著
xksl 試駕
xksl 誘惑力
xksy 試用
xkta 註疏
xktf 試飛
xktg 試鏡
xktk 討錢
xkto 註銷
xkto 試銷
xkts 試錯
xkts 說錯
xkue 骶椎
xkuf 記事本
xkug 詠梅
xkul 說來
xkun 試機
xkuq 試樣
xkuu 誠樸
xkuw 試想
xkvh 說書
xkvp 試點
xkvp 說點
xkwa 誠服
xkwa 說服
xkwi 誠然
xkwk 註腳
xkwk 討賊
xkwp 討賬
xkww 註册
xkxd 詆譭
xkxg 譎詐
xkxj 說課
xkxk 試試
xkxk 說說
xkxl 試訓
xkxm 說話
xkxo 試過
xkxo 說過
xkxr 討論
xkxr 試論
xkxs 試講
xkxs 說謊
xkxx 試下
xkyc 討要
xkyc 註冊
xkyu 丁子霖
xlal 可否
xlar 誤碼
xlas 歌碟
xlau 可不
xlbb 可轉
xlbl 訊號彈
xlbt 設局
xlca 話雖如此
xlcj 歌姬
xlck 可好
xlcn 歌女
xlcn 訓育
xlco 可就
xldd 歌兒
xldg 歌德
xldj 可行
xldj 可得
xldk 誤國
xldl 可圖
xldm 調嘴學舌
xldn 可樂
xldr 可循
xldw 可將
xldx 可向
xleb 誤傳
xled 哥們
xlee 可選
xlee 誤選
xlef 設使
xlef 可使
xlef 哥倆
xleg 誤傷
xleh 可愛
xlei 設伏
xlej 可做
xlej 可他
xlek 可以
xlek 設爲
xlek 可及
xlep 歌仙
xles 設備
xles 可供
xlex 可信
xlfi 可控
xlfi 可按
xlfi 誤按
xlfs 歌手
xlfu 可惡
xlfw 可看
xlfx 誤打
xlgf 可我
xlgj 可意
xlgl 設立
xlgm 可笑
xlgq 可氣
xlgq 可辨
xlgq 可乎
xlgs 歌舞
xlgu 可親
xlgw 可算
xlgx 頓口無言
xlhb 歌聲
xlhc 歌壇
xlhg 設施
xlhj 歌者
xlhj 誤場
xlhl 可喜
xlhl 歌名
xlhl 訓勉
xlhn 可去
xlhq 可達
xlhq 誤報
xlhs 誤解
xlhw 譴責
xlhw 可望
xlib 歌友
xlid 可巧
xlid 可寫
xlie 可在
xlif 設定
xlig 歌唱家
xlig 誤工
xlij 設宴
xliv 詩中有畫
xliw 設有
xliw 可有
xlix 話中有話
xljb 歌神
xlje 可也
xljf 可是
xljh 誤時
xljl 可知
xljl 誤區
xljm 調嘴弄舌
xljo 歌星
xljq 切中時弊
xljs 訓示
xljw 可視
xljw 歌王
xlke 誤了
xlkk 設為
xlkl 誤事
xlkl 設或
xlkm 七嘴八舌
xlkn 歌頌
xlkt 設成
xlkt 可成
xlkz 骰子
xlkz 歌子
xlla 可耻
xllb 可取
xlld 訂單號
xlle 歌喉
xlle 頂呱呱
xllg 可鄙
xllg 可數
xllj 歌唱
xllj 誤聽
xllk 歌咏
xlll 調味品
xlll 計數器
xllr 諷喻
xllr 訓喻
xllr 可恥
xlls 可嘆
xlls 可别
xllu 可貴
xllv 可口
xllw 可別
xlml 歌廳
xlmq 譚咏麟
xlnh 設法
xlni 可溶
xlnl 可没
