aaaf 硬碰硬
oxqh 小灶
oxqh 小火
oxqi 小道
oxqj 小半
oxqm 小米
oxqo 小炒
oxqo 奇美
oxqo 小类
oxqs 小瓶
oxqv 小兽
oxrb 奇怪
oxrb 小怪
oxre 小人
oxre 奇人
oxrf 奇兵
oxrf 小兵
oxrg 钙质
oxri 小心
oxrk 小令
oxro 先斩后奏
oxrr 小众
oxrv 奇门遁甲
oxsa 小节
oxsd 奇葩
oxsd 小薇
oxse 小菜
oxse 小花
oxsh 小鞋
oxsh 钉鞋
oxsj 小草
oxsk 小巷
oxsw 小葱
oxta 小蛋
oxtf 小语
oxtg 奇计
oxtg 小计
oxth 奇诡
oxth 小诗
oxtk 小试
oxtk 小议
oxtk 奇谲
oxtm 小话
oxtp 小处
oxtq 小说
oxts 奇谋
oxtu 链条
oxtw 小调
oxub 小树
oxub 小桶
oxue 小札
oxuf 小本
oxuk 小村
oxum 小桥
oxuo 小叔
oxup 小卡
oxuq 小样
oxuq 小楼
oxus 钉上
oxuu 小楷
oxuw 奇想
oxuw 小棚
oxux 小辈
oxuy 小樱
oxvc 小虫
oxvf 小鸭
oxvo 小丑
oxvo 奇遇
oxvv 钉螺
oxwe 小瞧
oxwg 小腹
oxwg 小睡
oxwh 小脚
oxwh 小脑
oxwk 小勺
oxwn 小腿
oxwr 小脸
oxwt 小肠
oxww 小鹏
oxwy 小月
oxxc 链轨
oxxj 小车
oxxj 小轿车
oxxl 奇闻
oxxl 小可
oxxm 小门
oxxm 奇门
oxxr 光闪闪
oxxr 链轮
oxyb 小贝
oxyk 小财
oxyr 小贩
oxys 小曲
oxyv 小雨
oxyv 小雪
oyah 钢厂
oyai 制止
oyam 铜矿
oyat 铺路
oyax 铺砌
oybk 钢叉
oybk 规费
oybl 规避
oybp 钢皮
oybs 规劝
oybs 铺展
oybt 镖局
oybu 铺张
oycc 制衣
oych 铺户
oyck 铺衬
oyco 铺就
oydb 制发
oydd 铜牌
oyde 小曲儿
oydh 制衡
oydp 制片
oydq 钢圈
oydr 制版
oydr 铜版
oydt 制图
oydv 规律
oyeb 制假
oyef 规例
oyeg 制作
oyeg 铺位
oyeh 铜像
oyei 制伏
oyei 铜仁
oyek 制导
oyel 制售
oyem 铺面
oyeo 制件
oyer 铜价
oyeu 钢化
oyeu 铺货
oyez 钢爪
oyfc 铺垫
oyfl 铜元
oyfs 铺开
oyfu 铺排
oyfu 铜排
oygh 钢索
oygi 钢管
oygi 铜管
oygj 规章
oygk 制裁
oygm 钢笔
oygn 铜箔
oygp 铜币
oygw 钢筋
oyha 钢坯
oyhc 制表
oyhh 铜壶
oyhj 铺地
oyhk 制剂
oyhr 少见多怪
oyhs 尖酸刻薄
oyht 铺放
oyid 钢窗
oyif 规定
oyif 制定
oyii 铜臭
oyik 镭射
oyin 制动
oyio 制宪
oyio 铺头
oyiq 钢盔
oyiq 生财有道
oyir 制冷
oyit 镖客
oyja 钢牙
oyjf 钢球
oyjj 规矩
oyjj 钢琴
oyjo 钢珠
oyjr 铜匠
oyke 钢缆
oykf 钢印
oykf 铜线
oyki 制式
oykk 钢丝
oykm 规划
oyks 制为
oykt 制成
oykv 铜绿
oykw 制约
oykw 规约
oykz 铺子
oylc 铜川
oyll 制品
oyll 铜器
oymd 铡刀
oymd 钢刀
oymk 铺底
oyml 规程
oyml 钢种
oyml 制程
oyms 制度
oymu 铺床
oynh 制法
oynm 钢梁
oynn 大雨滂沱
oynq 大西洋
oyns 钢水
oyns 铺满
oynu 钢渣
oyob 钢锯
oyob 钢铸
oyoe 大同小异
oyoe 铜雀
oyof 铜钱
oyog 钢铁
oyog 铜镜
oyog 钢针
oyoi 钢锭
oyoj 先见之明
oyol 制造
oyom 铜锈
oyoo 牺牲
oyop 铜锣
oyop 铜套
oyoq 生财之道
oyox 钢钉
oyoy 规制
oyoy 钢制
oyph 铜陵
oypq 铺平
oypr 大冒险
oyps 铜山
oypx 铺陈
oyqc 铜炉
oyqf 镖师
oyqh 铺装
oyqi 钢料
oyqj 制单
oyqj 铜焊
oyqp 铺盖
oyqs 钢瓶
oyqu 大西北
oyqw 铺着
oyqw 钢炮
oyqx 钠灯
oyqx 钢炼
oyrf 铺叙
oyrg 铜质
oysg 制革
oysk 制药
oysl 钢架
oysn 规范
oysr 铜芯
oytk 规诫
oytl 铺设
oytu 钢条
oytv 制备
oytx 制订
oyue 铜业
oyuk 钢材
oyuk 钢柱
oyul 规整
oyuo 铜棒
oyur 钢板
oyur 铜板
oyur 铺板
oyur 钢枪
oyus 规模
oyus 铜模
oyut 规格
oyuw 钢构
oywa 制服
oywk 掣肘
oywo 制胜
oyxc 铺轨
oyxc 钢轨
oyxg 钢骨
oyxr 钢轮
oyxx 铺下
oyym 规则
ozam 之母
ozat 之路
ozaw 之夏
ozbl 之强
ozce 之夜
ozcg 之高
ozck 之交
ozcm 之初
ozcn 之女
ozcq 之嫌
ozcz 之至
ozdj 之行
ozeg 之作
ozeh 之爱
ozfc 之势
ozfh 之列
ozfi 之一
ozfk 之于
ozgj 之年
ozgj 之意
ozgj 之音
ozgs 之舞
ozgu 之策
ozgv 之妻
ozhb 之声
ozhg 之旅
ozhh 之多
ozhj 之地
ozhk 之久
ozhl 之名
ozhp 之外
ozhs 之士
ozhv 之争
ozib 之友
ozid 之窗
ozie 之二
ozig 之家
ozin 之魂
ozis 之身
ozjb 之神
ozjk 之时
ozjl 之最
ozjo 之星
ozjr 之日
ozjv 之理
ozjw 之王
ozkg 之乡
ozkg 之才
ozkl 之事
ozkm 之分
ozko 之过
ozks 之父
ozkw 之约
ozkz 之子
ozle 之中
ozls 之三
ozmb 之痛
ozmh 之称
ozml 之和
ozmq 之秋
ozna 之源
oznc 之流
oznh 之法
oznk 之举
ozns 之水
ozod 之大
ozoj 之春
ozol 之光
ozow 之物
ozpf 之隔
ozpj 之际
ozpl 之战
ozpu 之罪
ozqh 之火
ozqi 之首
ozqi 之道
ozqi 之差
ozqo 之类
ozqo 之美
ozqw 之前
ozrf 之后
ozrf 之余
ozrf 之忧
ozrh 之情
ozri 之心
ozse 之花
ozsj 之苦
ozsl 之力
ozsy 之用
oztg 之计
ozti 之冬
oztp 之处
oztq 之谜
oztq 之说
oztr 之论
oztt 之词
oztt 之书
ozue 之极
ozuf 之本
ozuk 之术
ozul 之机
ozus 之上
ozuu 之梦
ozuu 之比
ozux 之辈
ozvq 之灵
ozxj 之间
ozxl 之歌
ozxm 之门
ozxx 之下
ozyr 之内
paae 岩礁
paas 岩石
paat 陌路
pabi 岩层
pabl 岩壁
pabl 崖壁
paeh 除此以外
paeu 岩体
pafd 虎踞龙盘
pafq 干柴烈火
pafv 岩画
pahb 崖坡
pahe 阿肯色
pahi 平步青云
pahm 崖刻
pahp 岩盐
paio 岸头
pait 罪不容诛
pajf 岂不是
pako 防卫过当
pakt 点石成金
pakt 岩缝
panb 岩滩
pani 岩溶
pany 岩洞
paoh 除此之外
paos 陌生
paow 障碍物
papa 崖岸
papg 干不干
paph 崖壑
papo 岩隙
paqh 岩浆
pari 岩心
paso 岸边
paud 岩棉
pauj 岸标
paus 岸上
paus 陌上
pawp 防不胜防
pbbl 罗马尼亚
pbcc 防弹衣
pbdj 附属国
pbhe 崛起
pbhf 虚张声势
pbhh 卜卦
pbhj 酆都
pbip 卢布
pbju 陈慧琳
pbnh 卢湾
pbnj 干电池
pbou 阿迪达斯
pbpe 阿弥陀佛
pbpl 点对点
pbps 峨眉山
pbqn 鸬鹚
pbun 卢梭
pbuu 卢比
pbwh 颅脑
pbwi 颅腔
pbxg 颅骨
pbyr 颅内
pcaf 山高路远
pcap 山高路险
pcdf 山高皇帝远
pchh 隐姓埋名
pcil 阿房宫
pcka 点到为止
pcne 山高水低
pcnu 山高水长
pcpm 降妖除魔
pcps 嵩山
pcuw 阿姆斯特丹
pcwn 嵩县
pdax 峰回路转
pdbm 彪马
pdcc 随行就市
pdcp 隔行如隔山
pdeu 卤化
pdfj 平白无故
pdho 卤素
pdjq 罪魁祸首
pdkf 平行线
pdln 卤味
pdmv 虚与委蛇
pdng 卤汁
pdns 卤水
pdpl 平衡点
pdqf 彪炳
pdqh 彪壮
pdrj 彪悍
pdse 卤菜
pdta 卤蛋
pdum 平衡木
pdun 防微杜渐
pdvf 卤鸭
pdvl 帕里
pdwn 罗圈腿
pdyr 卤肉
peai 岂止
peau 岂不
peav 卓而不群
peaw 岂肯
peay 附页
pebg 附属
pebo 凯迪
pebq 附骥
pedo 凯恩
pedr 干休所
pedr 颛臾
pedt 附图
pedt 平面图
peeb 干巴巴
peed 虚位以待
peej 岂但
peeo 附件
peeu 附体
peev 崔健
pefi 附一
pefs 凯撒
pegk 附载
pegm 附笔
pegn 干什么
pehc 附表
pehe 凯文
pehg 凯旋
pehl 平假名
peie 附在
peie 附二
peif 虚盈实亏
peig 除旧布新
peir 岂容
peis 附身
peiw 附有
peiw 占便宜
peiw 岂有
peja 颛顼
pejf 岂是
pejl 岂知
peku 降低成本
pekz 凯子
pele 附中
pele 附耳
pelk 岂只
pemd 附魔
peml 附和
pemv 附庸
peni 岷江
penk 附注
penw 岂能
peoh 罗伯特
peoh 凯特
peol 防民之口
peol 防民之口甚于防川
peow 卤化物
peox 附小
peox 凯奇
pepb 帷幄
pepd 崔嵬
peph 阿修罗
pepi 附随
pepi 附院
pepj 帷幔
pept 凯隆
peqd 附逆
peqo 附送
peqw 附着
perf 觊觎
perf 防化兵
perf 附后
peri 附会
peri 岂会
pero 附近
pero 阶段性
perq 凯悦
pesc 凯蒂
pesh 附带
pesj 帷幕
pesl 附加
pesm 凯莉
pete 附记
petk 附议
petl 岂敢
petl 附设
pets 凯诺
peuf 岂非
peus 附上
pevn 附录
pexl 岂可
pexl 凯歌
pexy 附言
peym 附则
peyq 附赠
peyx 凯西
pfaj 战无不胜攻无不克
pfaw 战无不胜
pfbc 陋屋
pfbi 隔层
pfbl 隔壁
pfce 隔夜
pfcv 隔扇
pfdj 隔行
pfdy 战列舰
pfeb 阿拉巴马
pfed 阿拉伯
pfed 阿拉伯联合酋长国
pfeg 幅值
pfei 阿拉伯数字
pfek 陋俗
pfek 隔代
pfem 幅面
pfep 降龙伏虎
pfer 肆无忌惮
pfer 阿拉伯人
pffc 隔热
pffo 隔天
pffs 隔开
pfgb 阮籍
pfgj 隔音
pfgq 罡气
pfgy 陇南
pfhb 隔声
pfhd 隔离
pfhg 隔墙
pfhi 山摇地动
pfhm 除残去秽
pfic 陋室
pfih 战天斗地
pfis 幅宽
pfjr 隔日
pfkh 隔绝
pfkk 虚无主义
pfkk 虚无缥缈
pfkt 隔成
pfll 陈列品
pfls 隔别
pfly 幅员
pfms 幅度
pfng 陇海
pfni 隔江
pfno 阿拉法特
pfns 隔水
pfon 彪形大汉
pfoy 陋规
pfpa 隔岸
pfps 隔山
pfqe 隔断
pfqh 隔火
pfqq 阿拉善
pfqw 隔着
pfri 隔心
pfsi 隔世
pfsk 陋巷
pfsy 阿拉蕾
pfud 阿拉木图
pful 虚拟机
pfur 隔板
pfus 阿拉斯加
pfuu 防护林
pfvx 陋习
pfwc 陈一丹
pfwo 隐形眼镜
pfws 隔膜
pfxd 阿拉丁
pfxh 隔阂
pfyn 虚无飘渺
pfys 虚拟网
pfyv 干打雷
pfyx 陇西
pfyy 干打雷不下雨
pgaj 障碍
pgau 干柴
pgbi 干劲
pgbi 干尸
pgbl 障壁
pgbw 峨眉
pgcb 干妈
pgce 陪夜
pgch 陪房
pgch 防意如城
pgci 陪嫁
pgcj 陪她
pgck 陪衬
pgck 干娘
pgck 干好
pgdb 干白
pgdd 干出
pgdg 凯立德
pgdj 干得
pgeb 干巴
pgeh 陪侍
pgei 干仗
pgej 陪他
pgek 陪住
pgeq 陪伴
pgeu 干货
pgeu 干休
pgex 置信
pgfa 干政
pgfc 陪护
pgff 干扰
pgfh 置换
pgfh 干裂
pgfh 干挂
pgfk 置于
pgfm 平等互利
pgfp 干掉
pggb 干支
pggf 陪我
pggi 干管
pggl 干部
pggl 屹立
pggm 干笑
pggm 陪笑
pggo 干系
pggu 干亲
pghq 干鲜
pghr 干饭
pghv 干急
pgia 干犯
pgib 陪审
pgif 干完
pgih 干净
pgin 干冰
pgir 干冷
pgis 置身
pgit 陪客
pgiu 陪它
pgjp 干旱
pgju 干果
pgka 干预
pgkb 陪绑
pgkf 干线
pgkg 干戈
pgkg 干才
pgki 干红
pgki 干缩
pgkl 干事
pgko 干过
pgkv 置留
pgkx 干练
pgkx 陪练
pgla 置喙
pglb 干吗
pgld 干啤
pgle 干嚼
pglg 陪吃
pglh 干咳
pglj 干呕
pglk 陪聊
pglk 干吼
pglm 干嘛
pglr 干啥
pgmd 干瘦
pgmi 干瘪
pgmu 陪床
pgna 干涉
pgnc 干流
pgnd 干涸
pgnj 干渠
pgnj 干渴
pgnm 干涩
pgnm 干活
pgno 干洗
pgnq 山南海北
pgny 陪酒
pgol 干锅
pgos 干爽
pgoz 置之
pgpb 峨嵋
pgpg 陪陪
pgpl 干点
pgps 岐山
pgpt 巅峰
pgqh 干将
pgqi 干道
pgqk 干粮
pgqk 干粉
pgql 干燥
pgqn 阮囊羞涩
pgqo 陪送
pgqw 陪着
pgqw 置前
pgrf 置后
pgro 干性
pgsb 岐黄
pgse 干菜
pgse 干花
pgsf 陪葬
pgsj 干草
pgsk 置办
pgsl 干架
pgsq 障蔽
pgsw 干警
pgta 干蛋
pgtg 陪读
pgtp 置评
pgtv 置备
pgua 干杯
pguc 干校
pgue 置业
pguj 干枯
pguj 置疑
pguk 干松
pgum 阿童木
pgur 置入
pgvg 干群
pgwg 陪睡
pgwh 干脆
pgwi 屹然
pgwi 遽然
pgwi 幡然
pgwl 干股
pgwn 障眼
pgxa 置顶
pgyf 陪同
pgyr 干肉
phaf 防卫
phai 防止
pham 虎跃
phar 防龋
phav 卓尔不群
phax 餐厅
phbd 罪责难逃
phbi 虎劲
phbj 隐居
phbk 餐费
phbl 陡壁
phbl 隐避
phbm 罗马
phbm 帕尔马
phbp 虎皮
phbq 防弹
phbu 罗尼
phce 除夕夜
phce 隐衷
phcg 防高
phcm 岁初
phcp 罢市
phcp 餐补
phct 罗致
phcv 虎妞
phda 虎须
phdf 陵园
phdg 防御
phdp 罗盘
phdp 战争片
phdp 餐盘
phdq 罗圈
phdt 岁收
phdu 阿尔卑斯
pheb 隐僻
pheg 平均值
pheg 餐位
pheh 阿尔及尔
phei 隐伏
phek 防伪
phek 虎仔
phel 阿尔巴尼亚
phel 阿尔及利亚
pheo 阿尔伯特
pheu 罢休
pheu 防化
phev 罗伊
phew 防毒面具
phfc 防护
phfc 防热
phfc 虎势
phfg 罗拉
phfg 防撞
phfg 罗技
phfh 罗列
phfi 防控
phfi 防抖
phfk 陷于
phfl 防损
phfs 隐形
phfs 罢手
phge 虎符
phgl 陡立
phgl 餐饮部
phgm 罢笔
phgs 峨冠博带
phgs 虎贲
phgs 陡升
phgw 陡直
phgw 虎豹
phha 防毒
phhb 陡坡
phhb 陡变
phhb 防变
phhc 陷坑
phhd 罢考
phhh 餐饮
phhi 餐馆
phhi 阿尔都塞
phhj 防地
phhj 隐者
phhl 署名
phhl 罢免
phhl 隐逸
phhn 隐去
phho 罗素
phhq 陡增
phhs 隐士
phhu 防老
phhv 陡急
phib 陷害
phib 罢官
phic 餐室
phie 陷在
phif 罗定
phig 罢工
phih 防盗
phih 防凌
phii 防空
phik 防守
phik 虎狼
phik 隐射
phil 隔墙有耳
phil 防恐
phip 罗布
phip 餐布
phiq 防灾
phiq 陵寝
phiq 防灰
phir 隐密
phir 罗宾
phis 隐身
phis 防寒
phis 防身
phis 罢赛
phis 陷身
phix 防冻
phix 虎穴
phja 虎牙
phjg 隐晦
phjh 防暑
phjl 睿智
phjo 险象环生
phjp 罗曼
phjq 罗志祥
phjs 隐匿
phjs 防暴
phjs 防区
phjs 崇文区
phjv 署理
phjy 隐现
phjy 防晒
phjy 虎视
phjy 隐映
phkb 罗经
phke 罢了
phkf 防线
phkf 虎威
phkh 虎纹
phki 防缩
phki 隐式
phkk 餐纸
phkl 罗织
phkm 平均分
phkv 平方公里
phkw 隐约
phkz 虎子
phll 隐患
phll 防患
phll 罢职
phln 平地风波
phlr 隐喻
phls 防风
phlv 虎口
phlv 虎啸
phlv 罗口
phmb 隐痛
phmb 陵庙
phme 防腐
phmf 防病
phmh 罗庄
phmj 隐疾
phmk 隐忍
phmk 岁序
phml 防疫
phmn 隐私
phmr 隐秘
phms 陡度
phnb 罗汉
phnb 陷溺
phnb 防波
phng 防潮
phnh 阿尔法
phni 降志辱身
phni 罗江
phnj 罗湖
phnj 防湿
phnl 隐没
phnl 餐台
phnm 岁末
phnm 山青水秀
phnn 防治
phno 隐退
phns 防洪
phns 防水
phns 防涝
phns 防城港
phns 陵水
phnt 防汛
phnx 防滑
phoh 防尘
phol 罗锅
phom 防锈
phop 阿尔泰山
phos 虎钳
phpa 陡崖
phph 隐隐
phpi 陷阱
phpj 餐桌
phpj 餐巾
phpl 餐点
phpm 随声附和
phpn 陡峻
phpo 陡峭
phpr 平起平坐
phpr 防除
phps 峥嵘
phps 罗山
phpx 陷阵
phqc 岁数
phqc 平均数
phqh 防火
phqh 虎将
phqi 岁首
phqi 罗兰
phqj 防爆
phqm 平方米
phqw 餐前
phrf 隐忧
phrf 餐后
phrg 隐遁
phrh 隐情
phri 餐会
phrk 隐含
phro 隐性
phrp 餐盒
phsh 隔离带
phsi 陈冠希
phsj 陵墓
phsj 岁暮
phsk 隐藏
phsk 隐蕴
phsn 防范
phsn 陷落
phsn 罗莎
phsq 隐蔽
phss 罗勒
phsu 罗刹
phsu 隐杀
phsw 虔敬
phtf 隐语
phtg 陈奕迅
phtj 罢课
phtj 隐讳
phtk 虔诚
phts 防务
phts 阿多诺
phtv 防备
phub 罢免权
phue 餐饮业
phuk 罗村
phun 平方根
phuo 餐椅
phuo 阿尔卡特
phup 餐卡
phuq 罗杰
phur 陷入
phur 罗斯
phut 罗格
phuu 虎林
phuw 署期
phvc 防虫
phvd 罢黜
phvh 防黑
phwc 罗丹
phwi 陡然
phwi 粲然
phwi 隐然
phwk 餐具
phwk 防具
phwn 陵县
phwn 虎眼
phws 隐瞒
phwy 岁月
phxj 餐车
phxl 逻辑
phxm 凯旋门
phxm 虎门
phyn 防震
phys 罗网
phyv 防雨
phyv 防雷
piaj 岂有此理
pias 阴魂不散
pibm 堕马
pice 平安夜
picg 崇高
picm 随到
picn 占有率
pidb 鬓发
pidd 陷身囹圄
pidg 崇德
pidj 随行
pidk 院团
pidr 院所
pief 随便
piek 随俗
piek 崇仰
pieu 炭化
pieu 随货
piex 崇信
pifb 阿塞拜疆
pifd 随拍
piff 崇拜
pifh 虎斗龙争
pifk 平安无事
pifn 虎穴龙潭
pifs 随手
pifs 随身携带
pifu 阿布扎比
pifv 炭画
pify 卓有远见
pigj 随意
pigj 隋朝
pigl 院部
pigm 随笔
pigm 炭笔
pigo 院系
pihc 防空壕
pihe 崇文
pihf 院方
pihg 院墙
pihj 随地
pihl 随喜
pihp 院外
pihs 院士
pihs 鬓角
pihx 随军
pihy 院坝
piig 院宅
piii 崇左
piij 炭窑
piis 随身
pije 随礼
pijk 随时
pijp 崇祯
pijw 崇明
pika 随缘
pikc 卓有成效
pike 院级
pikf 随感
pikf 院线
pikh 置身事外
pikm 炭盆
pikr 占有欲
pikz 院子
pila 随顺
pile 院中
pili 岁寒三友
pilj 蜀犬吠日
pilr 随身听
pils 随风
pils 院风
pilv 随口
pilw 点头哈腰
pily 陪审员
pily 随员
pimd 罪有应得
pime 陈独秀
piml 随和
pims 干净利落
pimu 帆布床
pimv 隋唐
pimw 炭疽
pinb 山穷水尽
pinb 罗宾汉
pind 罗布泊
pinl 随州
pinl 崇州
pinp 阿富汗
pinq 崇洋
piny 防空洞
pioc 点头之交
pioj 崇奉
pioz 随之
pipi 阿猫阿狗
pipm 院刊
pipr 随队
pipw 虎头虎脑
pipy 崆峒
piqc 炭炉
piqh 炭火
piqh 炭精
piqw 随着
pirf 随后
piri 随心
piro 随性
pirr 随从
pirt 陈寅恪
pisf 随葬
pish 随带
pish 帆布鞋
pisj 干云蔽日
pisk 院办
pisl 战斗力
pisn 堕落
pisn 院落
pisr 虎头燕颔
pisw 崇敬
pite 随记
pith 随访
pitp 随处
pits 院务
piuc 院长
piuc 院校
piuh 虚有其表
piul 随机
piul 战斗机
piul 山寨机
piur 堕入
piuw 随想
pivb 虎头蛇尾
pivg 随群
pivh 随堂
pivl 院里
pivn 随即
pivp 随常
pivs 崇尚
pivv 陀螺
piwn 堕胎
pixj 随车
pixm 防盗门
pixm 院门
piyf 随同
piyr 院内
pjas 阳历
pjat 陆路
pjaw 平时不烧香急来抱佛脚
pjbd 阳电
pjbf 陆丰
pjbk 阳寿
pjbu 阿玛尼
pjcn 点击率
pjdn 阳泉
pjdr 限量版
pjem 桌面
pjem 阴暗面
pjem 阳面
pjes 卓异
pjfu 虚晃一枪
pjgg 陆毅
pjgl 卓立
pjgq 阳气
pjhd 陆离
pjhe 阳文
pjhg 阿昌族
pjhj 陆地
pjhk 卓越
pjhk 阳城
pjho 卓尔
pjhx 陆军
pjig 阳宅
pjig 陆家
pjii 陆空
pjik 除暴安良
pjin 陆运
pjip 桌布
pjjf 桌球
pjjf 卢瑟福
pjjf 点击量
pjju 凯瑟琳
pjjw 阳明
pjkf 阳线
pjkg 陆续
pjkh 卓绝
pjkz 桌子
pjkz 幌子
pjkz 阳子
pjll 虎视耽耽
pjls 罗曼史
pjls 陆风
pjme 陆稻
pjmk 桌底
pjmm 阳痿
pjnf 山盟海誓
pjng 陆海
pjnh 陆沉
pjnh 陆游
pjni 阳江
pjnl 阳台
pjnl 山珍海味
pjnm 山明水秀
pjnw 阳沟
pjoi 随时制宜
pjoj 阳春
pjol 阳光
pjoo 卢旺达
pjpd 巾帼
pjph 随时随地
pjph 阳逻
pjpl 陆战
pjpn 防暑降温
pjpq 阳平
pjpu 阳虚
pjqd 阳朔
pjqo 阳关
pjqw 桌前
pjqx 桌灯
pjrh 陆禽
pjri 际会
pjro 阳性
pjrq 阳伞
pjrr 平易近人
pjsh 卓著
pjsi 阳世
pjsj 罗曼蒂克
pjsl 陆架
pjsm 阳萎
pjss 阿克苏
pjss 阳爻
pjtl 卓识
pjue 阳极
pjum 陆桥
pjuo 桌椅
pjur 桌板
pjus 桌上
pjus 陆上
pjvo 际遇
pjvr 阳界
pjwh 桌脚
pjwi 卓然
pjwk 阳具
pjww 虎视眈眈
pjxd 阿克顿
pjxj 阳间
pjyj 卓见
pjys 阳刚
pjyu 防晒霜
pjyx 阳西
pkfj 降维打击
pkhh 罗纳尔多
pkkm 陈谷子烂芝麻
pkmh 平分秋色
pkpc 阴盛阳衰
pkuk 随乡入乡
pkum 隐约其辞
pkwh 崴脚
pkww 干细胞
plab 点破
plah 占压
plaj 点距
plas 陨石
plbj 占居
plbk 点戏
plbk 占驻
plbm 战马
plbr 点验
plbt 战局
plcc 战衣
plcj 虞姬
plcl 点亮
plcm 点到
plcm 占到
plcw 战袍
pldb 点发
pldd 点出
plde 点儿
pldj 战国
pldl 战役
pldl 帆船
pldl 战船
pldo 虎口逃生
pldo 岚皋
pldt 点收
pldy 战舰
plec 随风倒
plee 战俘
plef 战例
plef 占优
pleg 点位
pleh 随风而去
pleu 点化
plfa 战报
plfb 占据
plfd 点拨
plfg 点播
plfg 战龙
plfh 战死
plfi 点按
plfj 虎口拔牙
plfj 阿凡提
plfq 隐恶扬善
plfq 陨灭
plfs 点开
plfw 防患于未然
plgp 战端
plgw 点算
plhc 战壕
plhc 战表
plhe 点起
plhg 战鼓
plhg 战旗
plhh 占卦
plhj 占地
plhj 战地
plhk 虞城
plhl 点名
plhn 占去
plhs 战士
plhs 点解
plht 战场
plhv 战争
plia 战犯
plib 战友
plif 点定
plig 战斗
plik 点射
plil 战况
plin 战魂
plio 点头
plip 帆布
plis 战功
pliu 山中宰相
pliw 占有
pliw 鬣狗
plix 点穴
pliy 餐风宿露
pljb 战神
pljd 点击
pljf 点球
pljf 点题
pljg 罪恶昭彰
pljk 战时
pljl 战祸
pljo 陨星
pljo 占星
pljs 战区
plju 战果
pljv 占理
pljw 点明
plkb 点缀
plke 占了
plke 点了
plkf 战线
plkf 占线
plkf 隔三岔五
plkh 战绩
plkl 战事
plkm 点卯
plkm 占分
plkq 降贵纡尊
plkq 帧中继
plks 战斧
plks 占为
plkt 战成
plkz 点子
plld 点号
plls 战史
plmd 战刀
plme 战乱
plme 战鹰
plnc 点滴
plnc 点染
plnf 罪恶滔天
plnh 战法
plnh 点清
plnl 山呼海啸
plnm 罪恶深重
plns 占满
plnw 防患未然
plod 占先
plof 点钱
plog 陨铁
plol 点钟
ploo 点钞
plpb 占卜
plpc 随叫随到
plph 战罢
plph 点餐
plpl 点点
plpl 陪吃陪喝
plpq 战平
plpr 战队
plpx 点阵
plqc 点数
plqd 点烟
plqf 隔三差五
plqh 战火
plqh 点火
plqh 战将
plqh 点将
plqj 点焊
plqj 点单
plqo 点券
plqw 点燃
plqw 战前
plqx 点灯
plqy 阿联酋
plra 点仓
plrf 战后
plrf 点兵
plrh 战情
plri 点心
plrk 占领
plro 虎口余生
plse 点菜
plse 战靴
plsj 战幕
plsl 战力
plsn 陨落
plsw 战警
plsy 占用
pltb 除恶务尽
pltp 点评
pltt 战书
pltt 战讯
pltv 战备
pluc 点校
plug 帆樯
pluk 战术
plul 战机
pluo 点档
plup 点卡
plur 帆板
plur 点检
plus 点上
pluu 防风林
pluu 占比
pluu 战棋
plvj 战甲
plvt 战略
plwh 点睛
plwk 战具
plwo 战胜
plxj 战车
plxl 点歌
plxl 战歌
plyi 餐风露宿
plyj 点醒
plyj 点票
plys 战网
plyt 战败
plyu 战栗
pmax 隐忍不言
pmbf 刊登
pmdb 刊发
pmdd 刊出
pmdj 刊行
pmed 虚席以待
pmef 刊例
pmfe 刊授
pmge 虚度年华
pmgk 刊载
pmgp 防疫站
pmhk 防腐剂
pmhl 刊名
pmio 刊头
pmjk 虚应故事
pmkf 刊印
pmld 刊号
pmlj 附庸风雅
pmll 战利品
pmnd 嵊泗
pmnl 嵊州
pmol 平底锅
pmop 虚度光阴
pmow 刊物
pmpa 阡陌
pmpg 巍峨
pmpm 巍巍
pmqi 刊首
pmsy 刊用
pmtl 刊误
pmub 隐私权
pmuf 刊本
pmwi 巍然
pnai 限止
pnbd 限电
pnbj 幽居
pncg 限高
pnch 崇洋媚外
pnci 幽婉
pncx 幽娴
pncy 陈水扁
pndb 幽径
pndf 幽微
pndj 限行
pndn 幽泉
pneb 幽僻
pneg 限位
pneg 限值
pner 限价
pnfi 峻拔
pnfk 限于
pnfl 幽远
pnfo 平淡无奇
pnfv 山水画
pnfy 幽丽
pngc 岁末年初
pngd 阴沟翻船
pngg 限产
pngn 随波逐流
pnha 幽怨
pnhj 幽冥
pnhl 幽趣
pnhv 峻急
pnhw 幽静
pnif 限定
pnih 幽宛
pnii 陆海空
pnil 卢浮宫
pnin 幽魂
pniq 幽邃
pnis 限宽
pnit 限额
pniu 幽寂
pnje 幽雅
pnjf 降水量
pnjf 限量
pnjg 幽暗
pnjk 限时
pnjn 幽昧
pnjs 罗湖区
pnju 罗汉果
pnjw 陶渊明
pnjw 幽明
pnkb 山海经
pnkr 幽谷
pnkv 幽绿
pnld 幽咽
pnmj 幽香
pnmq 限乘
pnms 限度
pnmv 限重
pnnc 限流
pnne 幽浮
pnnh 幽深
pnnh 阴沉沉
pnnm 山清水秀
pnod 限选
pnoy 限制
pnph 阿波罗
pnph 幽隐
pnpn 幽幽
pnpo 峻峭
pnpr 峻岭
pnqi 幽兰
pnqo 幽美
pnqo 山海关
pnqo 限养
pnrg 幽愤
